Report_Name	Journal Article Requests
Report_ID	IR_A1
Release	5
Institution_Name	University of Prince Edward Island
Institution_ID	tandf:1453391
Metric_Types	Total_Item_Requests; Unique_Item_Requests
Report_Filters	Data_Type=Article; Parent_Data_Type=Journal; Access_Method=Regular
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2018-11-01 and 2024-01-31 exists.)
Reporting_Period	End_Date=2024-02-29; Begin_Date=2024-01-01
Created	2024-03-01T06:04:00Z
Created_By	Taylor & Francis

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Article_Version	Parent_DOI	Parent_Proprietary_ID	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Access_Type	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Multiple minorities as multiply marginalized: Applying the minority stress theory to LGBTQ people of color	Routledge		Taylor & Francis Online	Kali Cyrus; 	2017-06-08	VoR	10.1080/19359705.2017.1320739					Journal of Gay & Lesbian Mental Health			10.1080/wglm20	tandf:wglm20	1935-9705	1935-9713		Controlled	Total_Item_Requests	1	1	0
Musing on Cultural Humility (Miser sur l'humilité culturelle)	Routledge		Taylor & Francis Online	Michelle Winkel; 	2018-05-25	VoR	10.1080/08322473.2018.1458541					Canadian Art Therapy Association Journal			10.1080/ucat20	tandf:ucat20	0832-2473	2377-360X		Controlled	Unique_Item_Requests	1	1	0
Musing on Cultural Humility (Miser sur l'humilité culturelle)	Routledge		Taylor & Francis Online	Michelle Winkel; 	2018-05-25	VoR	10.1080/08322473.2018.1458541					Canadian Art Therapy Association Journal			10.1080/ucat20	tandf:ucat20	0832-2473	2377-360X		Controlled	Total_Item_Requests	4	4	0
My Story: The Use of Narrative Therapy in Individual and Group Counseling	Routledge		Taylor & Francis Online	Lacey Ricks, Elizabeth Hancock, Sarah Kitchens, Tonia Goodrich; 	2014-03-19	VoR	10.1080/15401383.2013.870947					Journal of Creativity in Mental Health			10.1080/wcmh20	tandf:wcmh20	1540-1383	1540-1391		Controlled	Unique_Item_Requests	1	1	0
My Story: The Use of Narrative Therapy in Individual and Group Counseling	Routledge		Taylor & Francis Online	Lacey Ricks, Elizabeth Hancock, Sarah Kitchens, Tonia Goodrich; 	2014-03-19	VoR	10.1080/15401383.2013.870947					Journal of Creativity in Mental Health			10.1080/wcmh20	tandf:wcmh20	1540-1383	1540-1391		Controlled	Total_Item_Requests	2	2	0
Narrative Therapy with Older Clients The Use of a “Meaning-Making” Approach	Routledge		Taylor & Francis Online	Nancy P. Kropf, Cindy Tandy; 	2008-10-11	VoR	10.1300/J018v18n04_02					Clinical Gerontologist			10.1080/wcli20	tandf:wcli20	0731-7115	1545-2301		Controlled	Unique_Item_Requests	1	1	0
Narrative Therapy with Older Clients The Use of a “Meaning-Making” Approach	Routledge		Taylor & Francis Online	Nancy P. Kropf, Cindy Tandy; 	2008-10-11	VoR	10.1300/J018v18n04_02					Clinical Gerontologist			10.1080/wcli20	tandf:wcli20	0731-7115	1545-2301		Controlled	Total_Item_Requests	1	1	0
Narratives of holistic mental health recovery in New Zealand Defence Force personnel	Routledge		Taylor & Francis Online	Carsten James Grimm, Stephen Kearney, Ian de Terte, Darrin Hodgetts; 	2023-08-29	VoR	10.1080/08995605.2023.2250708					Military Psychology			10.1080/hmlp20	tandf:hmlp20	0899-5605	1532-7876		Controlled	Unique_Item_Requests	1	1	0
Narratives of holistic mental health recovery in New Zealand Defence Force personnel	Routledge		Taylor & Francis Online	Carsten James Grimm, Stephen Kearney, Ian de Terte, Darrin Hodgetts; 	2023-08-29	VoR	10.1080/08995605.2023.2250708					Military Psychology			10.1080/hmlp20	tandf:hmlp20	0899-5605	1532-7876		Controlled	Total_Item_Requests	2	2	0
National laws for enhancing flood resilience in the context of climate change: potential and shortcomings	Taylor & Francis		Taylor & Francis Online	Swenja Surminski, Sara Mehryar; 	2020-08-25	VoR	10.1080/14693062.2020.1808439					Climate Policy			10.1080/tcpo20	tandf:tcpo20	1469-3062	1752-7457		OA_Gold	Unique_Item_Requests	1	1	0
National laws for enhancing flood resilience in the context of climate change: potential and shortcomings	Taylor & Francis		Taylor & Francis Online	Swenja Surminski, Sara Mehryar; 	2020-08-25	VoR	10.1080/14693062.2020.1808439					Climate Policy			10.1080/tcpo20	tandf:tcpo20	1469-3062	1752-7457		OA_Gold	Total_Item_Requests	2	2	0
Navigating Organizational Change: Change Leaders, Employee Resistance and Work-based Identities	Routledge		Taylor & Francis Online	Rolf van Dick, Rebecca van Dijk; 	2009-04-29	VoR	10.1080/14697010902879087					Journal of Change Management			10.1080/rjcm20	tandf:rjcm20	1469-7017	1479-1811		Controlled	Unique_Item_Requests	1	1	0
Navigating Organizational Change: Change Leaders, Employee Resistance and Work-based Identities	Routledge		Taylor & Francis Online	Rolf van Dick, Rebecca van Dijk; 	2009-04-29	VoR	10.1080/14697010902879087					Journal of Change Management			10.1080/rjcm20	tandf:rjcm20	1469-7017	1479-1811		Controlled	Total_Item_Requests	1	1	0
Needs and Feelings of Anxiety of Relatives of Patients Hospitalized in Intensive Care Units Implications for Social Work	Routledge		Taylor & Francis Online	Dirk Delva, Alexander Wilmer, Peter Lauwers, Patricia Bijttebier, Sabine Vanoost; 	2008-10-12	VoR	10.1300/J010v35n04_02					Social Work in Health Care			10.1080/wshc20	tandf:wshc20	0098-1389	1541-034X		Controlled	Unique_Item_Requests	1	1	0
Needs and Feelings of Anxiety of Relatives of Patients Hospitalized in Intensive Care Units Implications for Social Work	Routledge		Taylor & Francis Online	Dirk Delva, Alexander Wilmer, Peter Lauwers, Patricia Bijttebier, Sabine Vanoost; 	2008-10-12	VoR	10.1300/J010v35n04_02					Social Work in Health Care			10.1080/wshc20	tandf:wshc20	0098-1389	1541-034X		Controlled	Total_Item_Requests	2	2	0
Net irrigation water requirements for major irrigated crops with variation in evaporative demand and precipitation in southern Alberta	Taylor & Francis		Taylor & Francis Online	Toby Entz, D. Rodney Bennett, Ted E. Harms; 	2014-03-14	VoR	10.1080/07011784.2014.872864					Canadian Water Resources Journal / Revue canadienne des ressources hydriques			10.1080/tcwr20	tandf:tcwr20	0701-1784	1918-1817		Controlled	Unique_Item_Requests	2	2	0
Net irrigation water requirements for major irrigated crops with variation in evaporative demand and precipitation in southern Alberta	Taylor & Francis		Taylor & Francis Online	Toby Entz, D. Rodney Bennett, Ted E. Harms; 	2014-03-14	VoR	10.1080/07011784.2014.872864					Canadian Water Resources Journal / Revue canadienne des ressources hydriques			10.1080/tcwr20	tandf:tcwr20	0701-1784	1918-1817		Controlled	Total_Item_Requests	5	5	0
No opportunity to say no: a case study of procedural environmental injustice in Canada	Routledge		Taylor & Francis Online	Leith Deacon, Jamie Baxter; 	2012-09-20	VoR	10.1080/09640568.2012.692502					Journal of Environmental Planning and Management			10.1080/cjep20	tandf:cjep20	0964-0568	1360-0559		Controlled	Unique_Item_Requests	1	1	0
No opportunity to say no: a case study of procedural environmental injustice in Canada	Routledge		Taylor & Francis Online	Leith Deacon, Jamie Baxter; 	2012-09-20	VoR	10.1080/09640568.2012.692502					Journal of Environmental Planning and Management			10.1080/cjep20	tandf:cjep20	0964-0568	1360-0559		Controlled	Total_Item_Requests	1	1	0
No time to relax: waithood and work of young migrant street traders in Durban, South Africa	Routledge		Taylor & Francis Online	Leah Koskimaki, Nomkhosi Mbatha; 	2021-11-09	VoR	10.1080/02533952.2021.1996693					Social Dynamics			10.1080/rsdy20	tandf:rsdy20	0253-3952	1940-7874		Controlled	Unique_Item_Requests	1	1	0
No time to relax: waithood and work of young migrant street traders in Durban, South Africa	Routledge		Taylor & Francis Online	Leah Koskimaki, Nomkhosi Mbatha; 	2021-11-09	VoR	10.1080/02533952.2021.1996693					Social Dynamics			10.1080/rsdy20	tandf:rsdy20	0253-3952	1940-7874		Controlled	Total_Item_Requests	1	1	0
Non-Pharmacological Approaches to Pain Management in Residential Aged Care: a Pre-Post-Test Study	Routledge		Taylor & Francis Online	Yvonne Wells, Julie M. Ellis, June Su Ming Ong; 	2017-12-14	VoR	10.1080/07317115.2017.1399189					Clinical Gerontologist			10.1080/wcli20	tandf:wcli20	0731-7115	1545-2301		Controlled	Unique_Item_Requests	1	1	0
Non-Pharmacological Approaches to Pain Management in Residential Aged Care: a Pre-Post-Test Study	Routledge		Taylor & Francis Online	Yvonne Wells, Julie M. Ellis, June Su Ming Ong; 	2017-12-14	VoR	10.1080/07317115.2017.1399189					Clinical Gerontologist			10.1080/wcli20	tandf:wcli20	0731-7115	1545-2301		Controlled	Total_Item_Requests	2	2	0
Nonbinary individuals’ emotional experiences: Implications for advancing counseling psychology beyond the binary	Routledge		Taylor & Francis Online	Morgan Sinnard, H Kinton Rossman, Morgan T. Sinnard, Stephanie L. Budge; 	2021-06-22	VoR	10.1080/09515070.2021.1940102					Counselling Psychology Quarterly			10.1080/ccpq20	tandf:ccpq20	0951-5070	1469-3674		Controlled	Unique_Item_Requests	1	1	0
Nonbinary individuals’ emotional experiences: Implications for advancing counseling psychology beyond the binary	Routledge		Taylor & Francis Online	Morgan Sinnard, H Kinton Rossman, Morgan T. Sinnard, Stephanie L. Budge; 	2021-06-22	VoR	10.1080/09515070.2021.1940102					Counselling Psychology Quarterly			10.1080/ccpq20	tandf:ccpq20	0951-5070	1469-3674		Controlled	Total_Item_Requests	1	1	0
Normalizing Anxiety on Social Media Increases Self-Diagnosis of Anxiety: The Mediating Effect of Identification (But Not Stigma)	Taylor & Francis		Taylor & Francis Online	Farah Hasan, Hyunyi Cho, Melissa M. Foster, Melissa Foster; 	2023-07-13	VoR	10.1080/10810730.2023.2235563					Journal of Health Communication			10.1080/uhcm20	tandf:uhcm20	1081-0730	1087-0415		OA_Gold	Unique_Item_Requests	1	1	0
Normalizing Anxiety on Social Media Increases Self-Diagnosis of Anxiety: The Mediating Effect of Identification (But Not Stigma)	Taylor & Francis		Taylor & Francis Online	Farah Hasan, Hyunyi Cho, Melissa M. Foster, Melissa Foster; 	2023-07-13	VoR	10.1080/10810730.2023.2235563					Journal of Health Communication			10.1080/uhcm20	tandf:uhcm20	1081-0730	1087-0415		OA_Gold	Total_Item_Requests	1	1	0
Notes From the Field: Brokering Service Learning Between a Rural Community and Large Undergraduate Class: Insights From a Case Study	Routledge		Taylor & Francis Online	Heather Reid, Robert K. Loney, Stephen D. Hill; 	2010-08-23	VoR	10.1080/10705422.2010.490085					Journal of Community Practice			10.1080/wcom20	tandf:wcom20	1070-5422	1543-3706		Controlled	Unique_Item_Requests	1	1	0
Notes From the Field: Brokering Service Learning Between a Rural Community and Large Undergraduate Class: Insights From a Case Study	Routledge		Taylor & Francis Online	Heather Reid, Robert K. Loney, Stephen D. Hill; 	2010-08-23	VoR	10.1080/10705422.2010.490085					Journal of Community Practice			10.1080/wcom20	tandf:wcom20	1070-5422	1543-3706		Controlled	Total_Item_Requests	2	2	0
Notes From the Field: Learning Cultural Humility Through Critical Incidents and Central Challenges in Community-Based Participatory Research	Routledge		Taylor & Francis Online	Laurie Ross; 	2010-08-23	VoR	10.1080/10705422.2010.490161					Journal of Community Practice			10.1080/wcom20	tandf:wcom20	1070-5422	1543-3706		Controlled	Unique_Item_Requests	1	1	0
Notes From the Field: Learning Cultural Humility Through Critical Incidents and Central Challenges in Community-Based Participatory Research	Routledge		Taylor & Francis Online	Laurie Ross; 	2010-08-23	VoR	10.1080/10705422.2010.490161					Journal of Community Practice			10.1080/wcom20	tandf:wcom20	1070-5422	1543-3706		Controlled	Total_Item_Requests	2	2	0
Notes From the Field: Service Learning and the Development of Multidisciplinary Community-Based Research Initiatives	Routledge		Taylor & Francis Online	Howard Rosing, Nila Ginger Hofman; 	2010-08-23	VoR	10.1080/10705422.2010.490101					Journal of Community Practice			10.1080/wcom20	tandf:wcom20	1070-5422	1543-3706		Controlled	Unique_Item_Requests	1	1	0
Notes From the Field: Service Learning and the Development of Multidisciplinary Community-Based Research Initiatives	Routledge		Taylor & Francis Online	Howard Rosing, Nila Ginger Hofman; 	2010-08-23	VoR	10.1080/10705422.2010.490101					Journal of Community Practice			10.1080/wcom20	tandf:wcom20	1070-5422	1543-3706		Controlled	Total_Item_Requests	2	2	0
Obituaries and the Good Life	Routledge		Taylor & Francis Online	Sandra L. Borden; 	2022-11-03	VoR	10.1080/23736992.2022.2142127					Journal of Media Ethics			10.1080/hmme21	tandf:hmme21	2373-6992	2373-700X		Controlled	Unique_Item_Requests	1	1	0
Obituaries and the Good Life	Routledge		Taylor & Francis Online	Sandra L. Borden; 	2022-11-03	VoR	10.1080/23736992.2022.2142127					Journal of Media Ethics			10.1080/hmme21	tandf:hmme21	2373-6992	2373-700X		Controlled	Total_Item_Requests	2	2	0
On alternatives to Lenna	Taylor & Francis		Taylor & Francis Online	Scott Yearsley; 	2017-01-05	VoR	10.1080/09500340.2016.1270881					Journal of Modern Optics			10.1080/tmop20	tandf:tmop20	0950-0340	1362-3044		Controlled	Unique_Item_Requests	1	1	0
On alternatives to Lenna	Taylor & Francis		Taylor & Francis Online	Scott Yearsley; 	2017-01-05	VoR	10.1080/09500340.2016.1270881					Journal of Modern Optics			10.1080/tmop20	tandf:tmop20	0950-0340	1362-3044		Controlled	Total_Item_Requests	1	1	0
On Death and Dying at the Beginning of Life: Grieving the Stillborn Baby	Taylor & Francis		Taylor & Francis Online	Joyeeta G. Dastidar; 	2019-11-20	VoR	10.1080/15265161.2019.1674420					The American Journal of Bioethics			10.1080/uajb20	tandf:uajb20	1526-5161	1536-0075		Controlled	Unique_Item_Requests	1	1	0
On Death and Dying at the Beginning of Life: Grieving the Stillborn Baby	Taylor & Francis		Taylor & Francis Online	Joyeeta G. Dastidar; 	2019-11-20	VoR	10.1080/15265161.2019.1674420					The American Journal of Bioethics			10.1080/uajb20	tandf:uajb20	1526-5161	1536-0075		Controlled	Total_Item_Requests	1	1	0
On decolonizing design	Routledge		Taylor & Francis Online	Madina Tlostanova; 	2017-03-27	VoR	10.1080/14487136.2017.1301017					Design Philosophy Papers			10.1080/rfdp20	tandf:rfdp20		1448-7136		Controlled	Unique_Item_Requests	1	1	0
On decolonizing design	Routledge		Taylor & Francis Online	Madina Tlostanova; 	2017-03-27	VoR	10.1080/14487136.2017.1301017					Design Philosophy Papers			10.1080/rfdp20	tandf:rfdp20		1448-7136		Controlled	Total_Item_Requests	1	1	0
On Karo-Jisatsu (Suicide by Overwork): Why Do Japanese Workers Work Themselves to Death?	Routledge		Taylor & Francis Online	Yuko Kawanishi; 	2014-12-08	VoR	10.2753/IMH0020-7411370104					International Journal of Mental Health			10.1080/mimh20	tandf:mimh20	0020-7411	1557-9328		Controlled	Unique_Item_Requests	1	1	0
On Karo-Jisatsu (Suicide by Overwork): Why Do Japanese Workers Work Themselves to Death?	Routledge		Taylor & Francis Online	Yuko Kawanishi; 	2014-12-08	VoR	10.2753/IMH0020-7411370104					International Journal of Mental Health			10.1080/mimh20	tandf:mimh20	0020-7411	1557-9328		Controlled	Total_Item_Requests	2	2	0
On Origins: Behind the Rituals	Routledge		Taylor & Francis Online	David George; 	2014-08-05	VoR	10.1080/13528165.1998.10871621					Performance Research			10.1080/rprs20	tandf:rprs20	1352-8165	1469-9990		Controlled	Unique_Item_Requests	1	1	0
On Origins: Behind the Rituals	Routledge		Taylor & Francis Online	David George; 	2014-08-05	VoR	10.1080/13528165.1998.10871621					Performance Research			10.1080/rprs20	tandf:rprs20	1352-8165	1469-9990		Controlled	Total_Item_Requests	1	1	0
On racial constitutions and digestive therapeutics	Routledge		Taylor & Francis Online	Stephanie Maroney, Stephanie R. Maroney, Hiʻilei Julia Hobart; 	2019-07-23	VoR	10.1080/15528014.2019.1638120					Food, Culture & Society			10.1080/rffc20	tandf:rffc20	1552-8014	1751-7443		Controlled	Unique_Item_Requests	1	1	0
On racial constitutions and digestive therapeutics	Routledge		Taylor & Francis Online	Stephanie Maroney, Stephanie R. Maroney, Hiʻilei Julia Hobart; 	2019-07-23	VoR	10.1080/15528014.2019.1638120					Food, Culture & Society			10.1080/rffc20	tandf:rffc20	1552-8014	1751-7443		Controlled	Total_Item_Requests	1	1	0
On the relationship between experienced microaggressions and mental health stigma among members of marginalized groups	Routledge		Taylor & Francis Online	Sarah Zoubaa, Virakti Shah, Philip T. Yanos, Brandon Dial, Lindsey Ryan-Jones; 	2021-08-25	VoR	10.1080/09515070.2021.1968795					Counselling Psychology Quarterly			10.1080/ccpq20	tandf:ccpq20	0951-5070	1469-3674		Controlled	Unique_Item_Requests	1	1	0
On the relationship between experienced microaggressions and mental health stigma among members of marginalized groups	Routledge		Taylor & Francis Online	Sarah Zoubaa, Virakti Shah, Philip T. Yanos, Brandon Dial, Lindsey Ryan-Jones; 	2021-08-25	VoR	10.1080/09515070.2021.1968795					Counselling Psychology Quarterly			10.1080/ccpq20	tandf:ccpq20	0951-5070	1469-3674		Controlled	Total_Item_Requests	1	1	0
Ophir Ophir Alexandre Berman and Olivier Pollet (Writers, Directors) Duration 97 minutes France , Arsam International and Fourth World Films , 2020	Routledge		Taylor & Francis Online	David Lipset; 	2022-10-01	VoR	10.1080/14442213.2022.2122874					The Asia Pacific Journal of Anthropology			10.1080/rtap20	tandf:rtap20	1444-2213	1740-9314		Controlled	Unique_Item_Requests	2	2	0
Ophir Ophir Alexandre Berman and Olivier Pollet (Writers, Directors) Duration 97 minutes France , Arsam International and Fourth World Films , 2020	Routledge		Taylor & Francis Online	David Lipset; 	2022-10-01	VoR	10.1080/14442213.2022.2122874					The Asia Pacific Journal of Anthropology			10.1080/rtap20	tandf:rtap20	1444-2213	1740-9314		Controlled	Total_Item_Requests	2	2	0
Optimizing the Implementation of Small Modular Reactors into Ontario’s Future Energy Mix	Taylor & Francis		Taylor & Francis Online	Y. Fujii, S. Nagasaki, C. Colterjohn; 	2023-07-17	VoR	10.1080/00295450.2023.2217390					Nuclear Technology			10.1080/unct20	tandf:unct20	0029-5450	1943-7471		OA_Gold	Unique_Item_Requests	1	1	0
Optimizing the Implementation of Small Modular Reactors into Ontario’s Future Energy Mix	Taylor & Francis		Taylor & Francis Online	Y. Fujii, S. Nagasaki, C. Colterjohn; 	2023-07-17	VoR	10.1080/00295450.2023.2217390					Nuclear Technology			10.1080/unct20	tandf:unct20	0029-5450	1943-7471		OA_Gold	Total_Item_Requests	2	2	0
Organs or bodies? Toward an equitable, embodied, and animal-inclusive diversity, equity, and inclusion agenda	Routledge		Taylor & Francis Online	Jack Coffin, Jack Waverley; 	2023-11-13	VoR	10.1080/10253866.2023.2276419					Consumption Markets & Culture			10.1080/gcmc20	tandf:gcmc20	1025-3866	1477-223X		OA_Gold	Unique_Item_Requests	1	1	0
Organs or bodies? Toward an equitable, embodied, and animal-inclusive diversity, equity, and inclusion agenda	Routledge		Taylor & Francis Online	Jack Coffin, Jack Waverley; 	2023-11-13	VoR	10.1080/10253866.2023.2276419					Consumption Markets & Culture			10.1080/gcmc20	tandf:gcmc20	1025-3866	1477-223X		OA_Gold	Total_Item_Requests	1	1	0
Overarching professional identity themes in student teacher workplace learning	Routledge		Taylor & Francis Online	Douwe Beijaard, Gonny, L. M. Schellings, Han Leeferink, Maaike Koopman; 	2018-10-04	VoR	10.1080/13540602.2018.1527762					Teachers and Teaching			10.1080/ctat20	tandf:ctat20	1354-0602	1470-1278		OA_Gold	Unique_Item_Requests	1	1	0
Overarching professional identity themes in student teacher workplace learning	Routledge		Taylor & Francis Online	Douwe Beijaard, Gonny, L. M. Schellings, Han Leeferink, Maaike Koopman; 	2018-10-04	VoR	10.1080/13540602.2018.1527762					Teachers and Teaching			10.1080/ctat20	tandf:ctat20	1354-0602	1470-1278		OA_Gold	Total_Item_Requests	2	2	0
Owner Perspectives of Cat Handling Techniques Used in the Veterinary Clinic	Routledge		Taylor & Francis Online	Anastasia C. Stellato, Lee Niel, Carly Moody, Carly M. Moody, Madalyn Couture, Anastasia Stelalto; 	2022-02-21	VoR	10.1080/10888705.2022.2039144					Journal of Applied Animal Welfare Science			10.1080/haaw20	tandf:haaw20	1088-8705	1532-7604		Controlled	Unique_Item_Requests	1	1	0
Owner Perspectives of Cat Handling Techniques Used in the Veterinary Clinic	Routledge		Taylor & Francis Online	Anastasia C. Stellato, Lee Niel, Carly Moody, Carly M. Moody, Madalyn Couture, Anastasia Stelalto; 	2022-02-21	VoR	10.1080/10888705.2022.2039144					Journal of Applied Animal Welfare Science			10.1080/haaw20	tandf:haaw20	1088-8705	1532-7604		Controlled	Total_Item_Requests	3	3	0
Parental Alienation in Light of Attachment Theory Consideration of the Broader Implications for Child Development, Clinical Practice, and Forensic Process	Routledge		Taylor & Francis Online	Benjamin D. Garber; 	2008-10-20	VoR	10.1300/J190v01n04_04					Journal of Child Custody			10.1080/wjcc20	tandf:wjcc20	1537-9418	1537-940X		Controlled	Unique_Item_Requests	1	1	0
Parental Alienation in Light of Attachment Theory Consideration of the Broader Implications for Child Development, Clinical Practice, and Forensic Process	Routledge		Taylor & Francis Online	Benjamin D. Garber; 	2008-10-20	VoR	10.1300/J190v01n04_04					Journal of Child Custody			10.1080/wjcc20	tandf:wjcc20	1537-9418	1537-940X		Controlled	Total_Item_Requests	1	1	0
Partial Differentiation and the Coefficient of Thermal Expansion: A Multivariable Calculus Activity Connecting with Chemistry	Taylor & Francis		Taylor & Francis Online	Bret Findley, Dylan Wawruck, Mitchell Andrea, George Ashline; 	2023-11-13	VoR	10.1080/10511970.2023.2282541					PRIMUS			10.1080/upri20	tandf:upri20	1051-1970	1935-4053		Controlled	Unique_Item_Requests	1	1	0
Partial Differentiation and the Coefficient of Thermal Expansion: A Multivariable Calculus Activity Connecting with Chemistry	Taylor & Francis		Taylor & Francis Online	Bret Findley, Dylan Wawruck, Mitchell Andrea, George Ashline; 	2023-11-13	VoR	10.1080/10511970.2023.2282541					PRIMUS			10.1080/upri20	tandf:upri20	1051-1970	1935-4053		Controlled	Total_Item_Requests	2	2	0
Passport Entanglements: Protection, Care and Precarious Migrations	Routledge		Taylor & Francis Online	Atharva Tewari; 	2023-11-02	VoR	10.1080/14442213.2023.2274660					The Asia Pacific Journal of Anthropology			10.1080/rtap20	tandf:rtap20	1444-2213	1740-9314		Controlled	Unique_Item_Requests	1	1	0
Passport Entanglements: Protection, Care and Precarious Migrations	Routledge		Taylor & Francis Online	Atharva Tewari; 	2023-11-02	VoR	10.1080/14442213.2023.2274660					The Asia Pacific Journal of Anthropology			10.1080/rtap20	tandf:rtap20	1444-2213	1740-9314		Controlled	Total_Item_Requests	1	1	0
Patient-reported satisfaction and quality of life after trans male gender affirming surgery	Taylor & Francis		Taylor & Francis Online	Colton H. L. McNichols, Devin O'Brien-Coon, Beverly Fischer; 	2020-06-17	VoR	10.1080/26895269.2020.1775159					International Journal of Transgender Health			10.1080/wijt21	tandf:wijt21	2689-5269			Controlled	Unique_Item_Requests	1	1	0
Patient-reported satisfaction and quality of life after trans male gender affirming surgery	Taylor & Francis		Taylor & Francis Online	Colton H. L. McNichols, Devin O'Brien-Coon, Beverly Fischer; 	2020-06-17	VoR	10.1080/26895269.2020.1775159					International Journal of Transgender Health			10.1080/wijt21	tandf:wijt21	2689-5269			Controlled	Total_Item_Requests	1	1	0
Paula Green’s feminist activism: changing America through advertising	Routledge		Taylor & Francis Online	Annessa Ann Babic, Tanfer Emin Tunc, Tanfer   Emin Tunc; 	2021-09-17	VoR	10.1080/14680777.2021.1979071					Feminist Media Studies			10.1080/rfms20	tandf:rfms20	1468-0777	1471-5902		Controlled	Unique_Item_Requests	1	1	0
Paula Green’s feminist activism: changing America through advertising	Routledge		Taylor & Francis Online	Annessa Ann Babic, Tanfer Emin Tunc, Tanfer   Emin Tunc; 	2021-09-17	VoR	10.1080/14680777.2021.1979071					Feminist Media Studies			10.1080/rfms20	tandf:rfms20	1468-0777	1471-5902		Controlled	Total_Item_Requests	3	3	0
Peace education for consensual peace: the essential role of conflict resolution 1	Routledge		Taylor & Francis Online	David W. Johnson, Roger T. Johnson; 	2007-01-23	VoR	10.1080/17400200600874792					Journal of Peace Education			10.1080/cjpe20	tandf:cjpe20	1740-0201	1740-021X		Controlled	Unique_Item_Requests	1	1	0
Peace education for consensual peace: the essential role of conflict resolution 1	Routledge		Taylor & Francis Online	David W. Johnson, Roger T. Johnson; 	2007-01-23	VoR	10.1080/17400200600874792					Journal of Peace Education			10.1080/cjpe20	tandf:cjpe20	1740-0201	1740-021X		Controlled	Total_Item_Requests	1	1	0
Pedagogies and Literacies, Disentangling the Historical Threads: An Interview with Bill Cope and Mary Kalantzis	Routledge		Taylor & Francis Online	Mary Kalantzis, Anna Smith, Bill Cope; 	2018-01-22	VoR	10.1080/00405841.2017.1390332					Theory Into Practice			10.1080/htip20	tandf:htip20	0040-5841	1543-0421		Controlled	Unique_Item_Requests	1	1	0
Pedagogies and Literacies, Disentangling the Historical Threads: An Interview with Bill Cope and Mary Kalantzis	Routledge		Taylor & Francis Online	Mary Kalantzis, Anna Smith, Bill Cope; 	2018-01-22	VoR	10.1080/00405841.2017.1390332					Theory Into Practice			10.1080/htip20	tandf:htip20	0040-5841	1543-0421		Controlled	Total_Item_Requests	2	2	0
Penetrating global consciousness: Art, killing as art, art as subversion, peace and the inversion of speed and power	Cogent OA		Taylor & Francis Online	Ian Liebenberg; 	2015-04-28	VoR	10.1080/23311983.2015.1015334					Cogent Arts & Humanities			10.1080/oaah20	tandf:oaah20		2331-1983		OA_Gold	Unique_Item_Requests	1	1	0
Penetrating global consciousness: Art, killing as art, art as subversion, peace and the inversion of speed and power	Cogent OA		Taylor & Francis Online	Ian Liebenberg; 	2015-04-28	VoR	10.1080/23311983.2015.1015334					Cogent Arts & Humanities			10.1080/oaah20	tandf:oaah20		2331-1983		OA_Gold	Total_Item_Requests	2	2	0
Performing research at university centers for academic development – an explorative case study in Sweden	Routledge		Taylor & Francis Online	Gudrun Edgren, Martin Stigmar; 	2017-06-01	VoR	10.1080/1360144X.2017.1333003					International Journal for Academic Development			10.1080/rija20	tandf:rija20	1360-144X	1470-1324		Controlled	Unique_Item_Requests	1	1	0
Performing research at university centers for academic development – an explorative case study in Sweden	Routledge		Taylor & Francis Online	Gudrun Edgren, Martin Stigmar; 	2017-06-01	VoR	10.1080/1360144X.2017.1333003					International Journal for Academic Development			10.1080/rija20	tandf:rija20	1360-144X	1470-1324		Controlled	Total_Item_Requests	1	1	0
Personifying Progress: Negotiating Autonomy, Obligation and Intergenerational Aspirations in the Philippines	Routledge		Taylor & Francis Online	Hannah Bulloch, Hannah C. M. Bulloch; 	2021-10-25	VoR	10.1080/14442213.2021.1967437					The Asia Pacific Journal of Anthropology			10.1080/rtap20	tandf:rtap20	1444-2213	1740-9314		Controlled	Unique_Item_Requests	1	1	0
Personifying Progress: Negotiating Autonomy, Obligation and Intergenerational Aspirations in the Philippines	Routledge		Taylor & Francis Online	Hannah Bulloch, Hannah C. M. Bulloch; 	2021-10-25	VoR	10.1080/14442213.2021.1967437					The Asia Pacific Journal of Anthropology			10.1080/rtap20	tandf:rtap20	1444-2213	1740-9314		Controlled	Total_Item_Requests	1	1	0
Pharmacokinetics of enrofloxacin and marbofloxacin in Japanese quails and common pheasants	Taylor & Francis		Taylor & Francis Online	A. Milanova, L.D. Lashev, D.J. Dimitrova, R.G. Moutafchieva, Lubomir Lashev; 	2015-01-29	VoR	10.1080/00071668.2014.998989					British Poultry Science			10.1080/cbps20	tandf:cbps20	0007-1668	1466-1799		Controlled	Unique_Item_Requests	1	1	0
