Report_Name	Journal Usage by Access Type
Report_ID	TR_J3
Release	5
Institution_Name	UNIVERSITY OF PRINCE EDWARD ISLAND
Institution_ID	EBSCOhost:uprince
Metric_Types	Total_Item_Investigations; Unique_Item_Investigations; Total_Item_Requests; Unique_Item_Requests
Report_Filters	Data_Type=Journal; Access_Method=Regular
Report_Attributes	
Exceptions	3040: Partial Data Returned (The request could not be fulfilled in its entirety, since some of the requested data is missing. Usage has been returned for months where usage data exists.); 3031: Usage Not Ready for Requested Dates (Service has not yet processed the usage for one or more of the requested months)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T13:43:30Z
Created_By	EBSCO Information Services

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	Access_Type	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Accounting in Europe	Taylor & Francis		EBSCOhost		EBSCOhost:KBID:184657	1744-9480	1744-9499		Controlled	Unique_Item_Requests	1	1	0
Accounting, Auditing & Accountability Journal	Emerald Publishing Limited		EBSCOhost		EBSCOhost:KBID:699	1368-0668	1758-4205		Controlled	Total_Item_Investigations	2	2	0
Accounting, Auditing & Accountability Journal	Emerald Publishing Limited		EBSCOhost		EBSCOhost:KBID:699	1368-0668	1758-4205		Controlled	Unique_Item_Investigations	2	2	0
ACM Transactions on Human-Robot Interaction	ACM / Association for Computing Machinery		EBSCOhost		EBSCOhost:KBID:15748201		2573-9522		Controlled	Total_Item_Investigations	6	6	0
ACM Transactions on Human-Robot Interaction	ACM / Association for Computing Machinery		EBSCOhost		EBSCOhost:KBID:15748201		2573-9522		Controlled	Unique_Item_Investigations	4	4	0
ACM Transactions on Information Systems	ACM / Association for Computing Machinery		EBSCOhost		EBSCOhost:KBID:839	1046-8188	1558-2868		Controlled	Total_Item_Investigations	1	1	0
ACM Transactions on Information Systems	ACM / Association for Computing Machinery		EBSCOhost		EBSCOhost:KBID:839	1046-8188	1558-2868		Controlled	Unique_Item_Investigations	1	1	0
ACME: An International Journal for Critical Geographies	Centre for Social, Spatial & Economic Justice		EBSCOhost		EBSCOhost:KBID:102715546	1492-9732	1492-9732		Controlled	Total_Item_Investigations	1	1	0
ACME: An International Journal for Critical Geographies	Centre for Social, Spatial & Economic Justice		EBSCOhost		EBSCOhost:KBID:102715546	1492-9732	1492-9732		Controlled	Total_Item_Requests	1	1	0
ACME: An International Journal for Critical Geographies	Centre for Social, Spatial & Economic Justice		EBSCOhost		EBSCOhost:KBID:102715546	1492-9732	1492-9732		Controlled	Unique_Item_Investigations	1	1	0
ACME: An International Journal for Critical Geographies	Centre for Social, Spatial & Economic Justice		EBSCOhost		EBSCOhost:KBID:102715546	1492-9732	1492-9732		Controlled	Unique_Item_Requests	1	1	0
ACS Infectious Diseases	American Chemical Society		EBSCOhost		EBSCOhost:KBID:4060155		2373-8227		Controlled	Total_Item_Investigations	1	1	0
ACS Infectious Diseases	American Chemical Society		EBSCOhost		EBSCOhost:KBID:4060155		2373-8227		Controlled	Unique_Item_Investigations	1	1	0
Acta Anaesthesiologica Scandinavica	John Wiley & Sons, Inc		EBSCOhost		EBSCOhost:KBID:914	0001-5172	1399-6576		Controlled	Total_Item_Investigations	1	1	0
Acta Anaesthesiologica Scandinavica	John Wiley & Sons, Inc		EBSCOhost		EBSCOhost:KBID:914	0001-5172	1399-6576		Controlled	Unique_Item_Investigations	1	1	0
Acta astronautica	Elsevier		EBSCOhost		EBSCOhost:KBID:936	0094-5765	1879-2030		Controlled	Total_Item_Investigations	2	2	0
Acta astronautica	Elsevier		EBSCOhost		EBSCOhost:KBID:936	0094-5765	1879-2030		Controlled	Unique_Item_Investigations	2	2	0
Acta biochimica polonica	Frontiers Media S.A		EBSCOhost		EBSCOhost:KBID:125085	0001-527X	1734-154X		Controlled	Total_Item_Investigations	6	6	0
Acta biochimica polonica	Frontiers Media S.A		EBSCOhost		EBSCOhost:KBID:125085	0001-527X	1734-154X		Controlled	Total_Item_Requests	2	2	0
Acta biochimica polonica	Frontiers Media S.A		EBSCOhost		EBSCOhost:KBID:125085	0001-527X	1734-154X		Controlled	Unique_Item_Investigations	4	4	0
Acta biochimica polonica	Frontiers Media S.A		EBSCOhost		EBSCOhost:KBID:125085	0001-527X	1734-154X		Controlled	Unique_Item_Requests	2	2	0
Acta clinica Croatica	Sestre Milosrdnice Univ Hosp		EBSCOhost		EBSCOhost:KBID:128932	0353-9466	1333-9451		Controlled	Total_Item_Investigations	2	2	0
Acta clinica Croatica	Sestre Milosrdnice Univ Hosp		EBSCOhost		EBSCOhost:KBID:128932	0353-9466	1333-9451		Controlled	Total_Item_Requests	1	1	0
Acta clinica Croatica	Sestre Milosrdnice Univ Hosp		EBSCOhost		EBSCOhost:KBID:128932	0353-9466	1333-9451		Controlled	Unique_Item_Investigations	1	1	0
Acta clinica Croatica	Sestre Milosrdnice Univ Hosp		EBSCOhost		EBSCOhost:KBID:128932	0353-9466	1333-9451		Controlled	Unique_Item_Requests	1	1	0
Acta Didactica Napocensia	Babes-Bolyai University (Romania)		EBSCOhost		EBSCOhost:KBID:471914		2065-1430		Controlled	Total_Item_Investigations	1	1	0
Acta Didactica Napocensia	Babes-Bolyai University (Romania)		EBSCOhost		EBSCOhost:KBID:471914		2065-1430		Controlled	Total_Item_Requests	1	1	0
Acta Didactica Napocensia	Babes-Bolyai University (Romania)		EBSCOhost		EBSCOhost:KBID:471914		2065-1430		Controlled	Unique_Item_Investigations	1	1	0
Acta Didactica Napocensia	Babes-Bolyai University (Romania)		EBSCOhost		EBSCOhost:KBID:471914		2065-1430		Controlled	Unique_Item_Requests	1	1	0
Acta Juridica Hungarica	Akadémiai Kiadó		EBSCOhost		EBSCOhost:KBID:159317	1216-2574	1588-2616		Controlled	Total_Item_Investigations	1	1	0
Acta Juridica Hungarica	Akadémiai Kiadó		EBSCOhost		EBSCOhost:KBID:159317	1216-2574	1588-2616		Controlled	Unique_Item_Investigations	1	1	0
Acta Koreana	Academia Koreana		EBSCOhost		EBSCOhost:KBID:212894	1520-7412	2733-5348		Controlled	Total_Item_Investigations	2	2	0
Acta Koreana	Academia Koreana		EBSCOhost		EBSCOhost:KBID:212894	1520-7412	2733-5348		Controlled	Unique_Item_Investigations	2	2	0
Acta Linguistica Hafniensia: International Journal of Linguistics	Taylor & Francis		EBSCOhost		EBSCOhost:KBID:95621	0374-0463	1949-0763		Controlled	Total_Item_Investigations	1	1	0
Acta Linguistica Hafniensia: International Journal of Linguistics	Taylor & Francis		EBSCOhost		EBSCOhost:KBID:95621	0374-0463	1949-0763		Controlled	Unique_Item_Investigations	1	1	0
Acta Medica Transilvanica	Sciendo		EBSCOhost		EBSCOhost:KBID:1383410	1453-1968	2285-7079		Controlled	Total_Item_Investigations	1	1	0
Acta Medica Transilvanica	Sciendo		EBSCOhost		EBSCOhost:KBID:1383410	1453-1968	2285-7079		Controlled	Unique_Item_Investigations	1	1	0
Acta Neurochirurgica	Springer Science+Business Media		EBSCOhost		EBSCOhost:KBID:1242	0001-6268	0942-0940		Controlled	Total_Item_Investigations	1	1	0
Acta Neurochirurgica	Springer Science+Business Media		EBSCOhost		EBSCOhost:KBID:1242	0001-6268	0942-0940		Controlled	Total_Item_Requests	1	1	0
Acta Neurochirurgica	Springer Science+Business Media		EBSCOhost		EBSCOhost:KBID:1242	0001-6268	0942-0940		Controlled	Unique_Item_Investigations	1	1	0
Acta Neurochirurgica	Springer Science+Business Media		EBSCOhost		EBSCOhost:KBID:1242	0001-6268	0942-0940		Controlled	Unique_Item_Requests	1	1	0
