Report_Name	Database Master Report
Report_ID	DR
Release	5
Institution_Name	UNIVERSITY OF PRINCE EDWARD ISLAND
Institution_ID	EBSCOhost:uprince
Metric_Types	
Report_Filters	
Report_Attributes	Attributes_To_Show=Data_Type|Access_Method
Exceptions	3040: Partial Data Returned (The request could not be fulfilled in its entirety, since some of the requested data is missing. Usage has been returned for months where usage data exists.); 3031: Usage Not Ready for Requested Dates (Service has not yet processed the usage for one or more of the requested months)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T13:42:00Z
Created_By	EBSCO Information Services

Database	Publisher	Publisher_ID	Platform	Proprietary_ID	Data_Type	Access_Method	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
EDS consolidated db (QD facet) no6	Undefined		EBSCOhost	EBSCOhost:conedsqd6	Database	Regular	Searches_Automated	78	78	0
EDS consolidated db (QD facet) no8	Undefined		EBSCOhost	EBSCOhost:conedsqd8	Database	Regular	Searches_Automated	78	78	0
EDS consolidated db (QD facet) no9	Undefined		EBSCOhost	EBSCOhost:conedsqd9	Database	Regular	Searches_Automated	78	78	0
EDS consolidated db 3 (EDSBaseCustomizer)	Undefined		EBSCOhost	EBSCOhost:coneds3	Database	Regular	Searches_Automated	78	78	0
EDS Consolidated NZL	Undefined		EBSCOhost	EBSCOhost:connzl	Database	Regular	Searches_Automated	78	78	0
EDS consolidation db #1 (coneds1)	Undefined		EBSCOhost	EBSCOhost:coneds1	Database	Regular	Searches_Automated	78	78	0
EDS USPTO Patent Grants consolidated DB	Undefined		EBSCOhost	EBSCOhost:conpgr	Database	Regular	Searches_Automated	78	78	0
Education Research Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:ehh	Database	Regular	Searches_Automated	22841	22841	0
Education Research Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:ehh	Database	Regular	Searches_Regular	139	139	0
Education Research Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:ehh	Journal	Regular	Total_Item_Investigations	313	313	0
Education Research Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:ehh	Journal	Regular	Total_Item_Requests	168	168	0
Education Research Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:ehh	Journal	Regular	Unique_Item_Investigations	209	209	0
Education Research Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:ehh	Journal	Regular	Unique_Item_Requests	130	130	0
Education Research Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:ehh	Other	Regular	Total_Item_Investigations	11	11	0
Education Research Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:ehh	Other	Regular	Total_Item_Requests	7	7	0
Education Research Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:ehh	Other	Regular	Unique_Item_Investigations	6	6	0
Education Research Complete	EBSCO Publishing		EBSCOhost	EBSCOhost:ehh	Other	Regular	Unique_Item_Requests	5	5	0
eHRAF World Cultures	Human Relations Area Files Inc.		EBSCOhost	EBSCOhost:edsewc	Database	Regular	Searches_Automated	15758	15758	0
Eighteenth Century Collections Online	Cengage Learning		EBSCOhost	EBSCOhost:edsgec	Database	Regular	Searches_Automated	22697	22697	0
Elgaronline	Edward Elgar Publishing		EBSCOhost	EBSCOhost:edselg	Book	Regular	Total_Item_Investigations	13	13	0
Elgaronline	Edward Elgar Publishing		EBSCOhost	EBSCOhost:edselg	Book	Regular	Unique_Item_Investigations	10	10	0
Elgaronline	Edward Elgar Publishing		EBSCOhost	EBSCOhost:edselg	Book	Regular	Unique_Title_Investigations	6	6	0
Elgaronline	Edward Elgar Publishing		EBSCOhost	EBSCOhost:edselg	Database	Regular	Searches_Automated	15727	15727	0
Elgaronline	Edward Elgar Publishing		EBSCOhost	EBSCOhost:edselg	Other	Regular	Total_Item_Investigations	4	4	0
Elgaronline	Edward Elgar Publishing		EBSCOhost	EBSCOhost:edselg	Other	Regular	Unique_Item_Investigations	3	3	0
Emerald Insight	Emerald Publishing Group Limited		EBSCOhost	EBSCOhost:edsemr	Book	Regular	Total_Item_Investigations	1	1	0
Emerald Insight	Emerald Publishing Group Limited		EBSCOhost	EBSCOhost:edsemr	Book	Regular	Unique_Item_Investigations	1	1	0
Emerald Insight	Emerald Publishing Group Limited		EBSCOhost	EBSCOhost:edsemr	Book	Regular	Unique_Title_Investigations	1	1	0
Emerald Insight	Emerald Publishing Group Limited		EBSCOhost	EBSCOhost:edsemr	Database	Regular	Searches_Automated	15848	15848	0
Emerald Insight	Emerald Publishing Group Limited		EBSCOhost	EBSCOhost:edsemr	Journal	Regular	Total_Item_Investigations	95	95	0
Emerald Insight	Emerald Publishing Group Limited		EBSCOhost	EBSCOhost:edsemr	Journal	Regular	Unique_Item_Investigations	82	82	0
Emerald Insight	Emerald Publishing Group Limited		EBSCOhost	EBSCOhost:edsemr	Other	Regular	Total_Item_Investigations	4	4	0
Emerald Insight	Emerald Publishing Group Limited		EBSCOhost	EBSCOhost:edsemr	Other	Regular	Unique_Item_Investigations	2	2	0
ERIC	Computer Sciences Corporation		EBSCOhost	EBSCOhost:eric	Book	Regular	Total_Item_Investigations	1	1	0
ERIC	Computer Sciences Corporation		EBSCOhost	EBSCOhost:eric	Book	Regular	Unique_Item_Investigations	1	1	0
ERIC	Computer Sciences Corporation		EBSCOhost	EBSCOhost:eric	Book	Regular	Unique_Title_Investigations	1	1	0
ERIC	Computer Sciences Corporation		EBSCOhost	EBSCOhost:eric	Database	Regular	Searches_Automated	22808	22808	0
ERIC	Computer Sciences Corporation		EBSCOhost	EBSCOhost:eric	Database	Regular	Searches_Regular	234	234	0
ERIC	Computer Sciences Corporation		EBSCOhost	EBSCOhost:eric	Journal	Regular	Total_Item_Investigations	220	220	0
ERIC	Computer Sciences Corporation		EBSCOhost	EBSCOhost:eric	Journal	Regular	Unique_Item_Investigations	190	190	0
ERIC	Computer Sciences Corporation		EBSCOhost	EBSCOhost:eric	Other	Regular	Total_Item_Investigations	77	77	0
ERIC	Computer Sciences Corporation		EBSCOhost	EBSCOhost:eric	Other	Regular	Unique_Item_Investigations	69	69	0
ERICdata Higher Education Knowledge	Hyweb Technology Co., Ltd.		EBSCOhost	EBSCOhost:edserd	Database	Regular	Searches_Automated	15770	15770	0
Erudit	Consortium Erudit		EBSCOhost	EBSCOhost:edseru	Database	Regular	Searches_Automated	19259	19259	0
Erudit	Consortium Erudit		EBSCOhost	EBSCOhost:edseru	Other	Regular	Total_Item_Investigations	15	15	0
Erudit	Consortium Erudit		EBSCOhost	EBSCOhost:edseru	Other	Regular	Unique_Item_Investigations	12	12	0
eScholarship	California Digital Library		EBSCOhost	EBSCOhost:edssch	Database	Regular	Searches_Automated	15793	15793	0
eScholarship	California Digital Library		EBSCOhost	EBSCOhost:edssch	Other	Regular	Total_Item_Investigations	35	35	0
eScholarship	California Digital Library		EBSCOhost	EBSCOhost:edssch	Other	Regular	Unique_Item_Investigations	32	32	0
EU Bookshop	European Union, Publications Office		EBSCOhost	EBSCOhost:edseub	Database	Regular	Searches_Automated	15761	15761	0
European Views of the Americas: 1493 to 1750	EBSCO Publishing		EBSCOhost	EBSCOhost:hev	Database	Regular	Searches_Regular	98	98	0
Europeana	Undefined		EBSCOhost	EBSCOhost:edseur	Database	Regular	Searches_Automated	19232	19232	0
Europeana	Undefined		EBSCOhost	EBSCOhost:edseur	Other	Regular	Total_Item_Investigations	3	3	0
Europeana	Undefined		EBSCOhost	EBSCOhost:edseur	Other	Regular	Unique_Item_Investigations	3	3	0
Exploring Race in Society	Undefined		EBSCOhost	EBSCOhost:psr	Database	Regular	Searches_Automated	15778	15778	0
Exploring Race in Society	Undefined		EBSCOhost	EBSCOhost:psr	Database	Regular	Searches_Regular	98	98	0
Exploring Race in Society	Undefined		EBSCOhost	EBSCOhost:psr	Journal	Regular	Total_Item_Investigations	3	3	0
Exploring Race in Society	Undefined		EBSCOhost	EBSCOhost:psr	Journal	Regular	Total_Item_Requests	1	1	0
Exploring Race in Society	Undefined		EBSCOhost	EBSCOhost:psr	Journal	Regular	Unique_Item_Investigations	3	3	0
Exploring Race in Society	Undefined		EBSCOhost	EBSCOhost:psr	Journal	Regular	Unique_Item_Requests	1	1	0
Films on Demand	Infobase Publishing		EBSCOhost	EBSCOhost:edsfod	Database	Regular	Searches_Automated	6937	6937	0
Funk & Wagnalls New World Encyclopedia	World Almanac Education Group Inc.		EBSCOhost	EBSCOhost:funk	Database	Regular	Searches_Regular	98	98	0
Gale Academic OneFile	Cengage Learning		EBSCOhost	EBSCOhost:edsgao	Database	Regular	Searches_Automated	19254	19254	0
Gale Academic OneFile	Cengage Learning		EBSCOhost	EBSCOhost:edsgao	Journal	Regular	Total_Item_Investigations	245	245	0
Gale Academic OneFile	Cengage Learning		EBSCOhost	EBSCOhost:edsgao	Journal	Regular	Total_Item_Requests	3	3	0
Gale Academic OneFile	Cengage Learning		EBSCOhost	EBSCOhost:edsgao	Journal	Regular	Unique_Item_Investigations	216	216	0
Gale Academic OneFile	Cengage Learning		EBSCOhost	EBSCOhost:edsgao	Journal	Regular	Unique_Item_Requests	3	3	0
Gale Academic OneFile	Cengage Learning		EBSCOhost	EBSCOhost:edsgao	Newspaper_or_Newsletter	Regular	Total_Item_Investigations	17	17	0
Gale Academic OneFile	Cengage Learning		EBSCOhost	EBSCOhost:edsgao	Newspaper_or_Newsletter	Regular	Unique_Item_Investigations	17	17	0
Gale Academic OneFile	Cengage Learning		EBSCOhost	EBSCOhost:edsgao	Other	Regular	Total_Item_Investigations	15	15	0
Gale Academic OneFile	Cengage Learning		EBSCOhost	EBSCOhost:edsgao	Other	Regular	Unique_Item_Investigations	14	14	0
Gale Academic OneFile Select	Cengage Learning		EBSCOhost	EBSCOhost:edsgea	Database	Regular	Searches_Automated	15785	15785	0
Gale Academic OneFile Select	Cengage Learning		EBSCOhost	EBSCOhost:edsgea	Journal	Regular	Total_Item_Investigations	1	1	0
Gale Academic OneFile Select	Cengage Learning		EBSCOhost	EBSCOhost:edsgea	Journal	Regular	Unique_Item_Investigations	1	1	0
Gale Business: Insights	Cengage Learning		EBSCOhost	EBSCOhost:edsbig	Database	Regular	Searches_Automated	15768	15768	0
Gale Business: Insights	Cengage Learning		EBSCOhost	EBSCOhost:edsbig	Journal	Regular	Total_Item_Investigations	283	283	0
Gale Business: Insights	Cengage Learning		EBSCOhost	EBSCOhost:edsbig	Journal	Regular	Total_Item_Requests	67	67	0
Gale Business: Insights	Cengage Learning		EBSCOhost	EBSCOhost:edsbig	Journal	Regular	Unique_Item_Investigations	195	195	0
Gale Business: Insights	Cengage Learning		EBSCOhost	EBSCOhost:edsbig	Journal	Regular	Unique_Item_Requests	7	7	0
Gale Business: Insights	Cengage Learning		EBSCOhost	EBSCOhost:edsbig	Newspaper_or_Newsletter	Regular	Total_Item_Investigations	38	38	0
Gale Business: Insights	Cengage Learning		EBSCOhost	EBSCOhost:edsbig	Newspaper_or_Newsletter	Regular	Unique_Item_Investigations	32	32	0
Gale Business: Insights	Cengage Learning		EBSCOhost	EBSCOhost:edsbig	Other	Regular	Total_Item_Investigations	31	31	0
Gale Business: Insights	Cengage Learning		EBSCOhost	EBSCOhost:edsbig	Other	Regular	Unique_Item_Investigations	28	28	0
Gale Consolidated DB	Undefined		EBSCOhost	EBSCOhost:congale	Database	Regular	Searches_Automated	78	78	0
Gale Consolidated DB 2	Undefined		EBSCOhost	EBSCOhost:congale2	Database	Regular	Searches_Automated	78	78	0
Gale eBooks	Cengage Learning		EBSCOhost	EBSCOhost:edsgvr	Book	Regular	Total_Item_Investigations	37	37	0
Gale eBooks	Cengage Learning		EBSCOhost	EBSCOhost:edsgvr	Book	Regular	Unique_Item_Investigations	28	28	0
Gale eBooks	Cengage Learning		EBSCOhost	EBSCOhost:edsgvr	Book	Regular	Unique_Title_Investigations	27	27	0
Gale eBooks	Cengage Learning		EBSCOhost	EBSCOhost:edsgvr	Database	Regular	Searches_Automated	22733	22733	0
Gale eBooks	Cengage Learning		EBSCOhost	EBSCOhost:edsgvr	Other	Regular	Total_Item_Investigations	12	12	0
Gale eBooks	Cengage Learning		EBSCOhost	EBSCOhost:edsgvr	Other	Regular	Unique_Item_Investigations	8	8	0
Gale General OneFile	Cengage Learning		EBSCOhost	EBSCOhost:edsggo	Database	Regular	Searches_Automated	15785	15785	0
Gale General OneFile	Cengage Learning		EBSCOhost	EBSCOhost:edsggo	Journal	Regular	Total_Item_Investigations	28	28	0
Gale General OneFile	Cengage Learning		EBSCOhost	EBSCOhost:edsggo	Journal	Regular	Unique_Item_Investigations	23	23	0
Gale General OneFile	Cengage Learning		EBSCOhost	EBSCOhost:edsggo	Newspaper_or_Newsletter	Regular	Total_Item_Investigations	3	3	0
Gale General OneFile	Cengage Learning		EBSCOhost	EBSCOhost:edsggo	Newspaper_or_Newsletter	Regular	Unique_Item_Investigations	2	2	0
Gale General OneFile	Cengage Learning		EBSCOhost	EBSCOhost:edsggo	Other	Regular	Total_Item_Investigations	6	6	0
Gale General OneFile	Cengage Learning		EBSCOhost	EBSCOhost:edsggo	Other	Regular	Unique_Item_Investigations	6	6	0
Gale Health and Wellness	Cengage Learning		EBSCOhost	EBSCOhost:edsghw	Database	Regular	Searches_Automated	15785	15785	0
Gale in Context: Biography	Cengage Learning		EBSCOhost	EBSCOhost:edsgbc	Database	Regular	Searches_Automated	15825	15825	0
Gale in Context: Biography	Cengage Learning		EBSCOhost	EBSCOhost:edsgbc	Journal	Regular	Total_Item_Investigations	2	2	0
Gale in Context: Biography	Cengage Learning		EBSCOhost	EBSCOhost:edsgbc	Journal	Regular	Unique_Item_Investigations	2	2	0
Gale in Context: Biography	Cengage Learning		EBSCOhost	EBSCOhost:edsgbc	Newspaper_or_Newsletter	Regular	Total_Item_Investigations	2	2	0
Gale in Context: Biography	Cengage Learning		EBSCOhost	EBSCOhost:edsgbc	Newspaper_or_Newsletter	Regular	Unique_Item_Investigations	2	2	0
Gale in Context: College	Undefined		EBSCOhost	EBSCOhost:edsgac	Database	Regular	Searches_Automated	15805	15805	0
Gale in Context: College	Undefined		EBSCOhost	EBSCOhost:edsgac	Journal	Regular	Total_Item_Investigations	81	81	0
Gale in Context: College	Undefined		EBSCOhost	EBSCOhost:edsgac	Journal	Regular	Unique_Item_Investigations	74	74	0
Gale in Context: College	Undefined		EBSCOhost	EBSCOhost:edsgac	Newspaper_or_Newsletter	Regular	Total_Item_Investigations	21	21	0
Gale in Context: College	Undefined		EBSCOhost	EBSCOhost:edsgac	Newspaper_or_Newsletter	Regular	Unique_Item_Investigations	15	15	0
Gale in Context: College	Undefined		EBSCOhost	EBSCOhost:edsgac	Other	Regular	Total_Item_Investigations	1	1	0
Gale in Context: College	Undefined		EBSCOhost	EBSCOhost:edsgac	Other	Regular	Unique_Item_Investigations	1	1	0
Gale in Context: Environmental Studies	Undefined		EBSCOhost	EBSCOhost:edsgce	Database	Regular	Searches_Automated	15777	15777	0
Gale in Context: Environmental Studies	Undefined		EBSCOhost	EBSCOhost:edsgce	Other	Regular	Total_Item_Investigations	24	24	0
Gale in Context: Environmental Studies	Undefined		EBSCOhost	EBSCOhost:edsgce	Other	Regular	Unique_Item_Investigations	22	22	0
Gale In Context: Global Issues	Cengage Learning		EBSCOhost	EBSCOhost:edsgit	Database	Regular	Searches_Automated	15755	15755	0
Gale In Context: Global Issues	Cengage Learning		EBSCOhost	EBSCOhost:edsgit	Journal	Regular	Total_Item_Investigations	12	12	0
Gale In Context: Global Issues	Cengage Learning		EBSCOhost	EBSCOhost:edsgit	Journal	Regular	Unique_Item_Investigations	10	10	0
Gale In Context: Global Issues	Cengage Learning		EBSCOhost	EBSCOhost:edsgit	Newspaper_or_Newsletter	Regular	Total_Item_Investigations	49	49	0
Gale In Context: Global Issues	Cengage Learning		EBSCOhost	EBSCOhost:edsgit	Newspaper_or_Newsletter	Regular	Unique_Item_Investigations	41	41	0
Gale In Context: Global Issues	Cengage Learning		EBSCOhost	EBSCOhost:edsgit	Other	Regular	Total_Item_Investigations	14	14	0
Gale In Context: Global Issues	Cengage Learning		EBSCOhost	EBSCOhost:edsgit	Other	Regular	Unique_Item_Investigations	13	13	0
Gale In Context: High School	Cengage Learning		EBSCOhost	EBSCOhost:edsgsr	Database	Regular	Searches_Automated	15825	15825	0
Gale In Context: High School	Cengage Learning		EBSCOhost	EBSCOhost:edsgsr	Other	Regular	Total_Item_Investigations	1	1	0
Gale In Context: High School	Cengage Learning		EBSCOhost	EBSCOhost:edsgsr	Other	Regular	Unique_Item_Investigations	1	1	0
Gale In Context: Opposing Viewpoints	Cengage Learning		EBSCOhost	EBSCOhost:edsgov	Database	Regular	Searches_Automated	15825	15825	0
Gale In Context: Opposing Viewpoints	Cengage Learning		EBSCOhost	EBSCOhost:edsgov	Journal	Regular	Total_Item_Investigations	6	6	0
Gale In Context: Opposing Viewpoints	Cengage Learning		EBSCOhost	EBSCOhost:edsgov	Journal	Regular	Unique_Item_Investigations	6	6	0
Gale In Context: Science	Cengage Learning		EBSCOhost	EBSCOhost:edsgsc	Database	Regular	Searches_Automated	15825	15825	0
Gale In Context: Science	Cengage Learning		EBSCOhost	EBSCOhost:edsgsc	Journal	Regular	Total_Item_Investigations	14	14	0
Gale In Context: Science	Cengage Learning		EBSCOhost	EBSCOhost:edsgsc	Journal	Regular	Unique_Item_Investigations	14	14	0
Gale In Context: Science	Cengage Learning		EBSCOhost	EBSCOhost:edsgsc	Other	Regular	Total_Item_Investigations	1	1	0
Gale In Context: Science	Cengage Learning		EBSCOhost	EBSCOhost:edsgsc	Other	Regular	Unique_Item_Investigations	1	1	0
Gale In Context: U.S. History	Cengage Learning		EBSCOhost	EBSCOhost:edsgus	Database	Regular	Searches_Automated	15825	15825	0
Gale In Context: World History	Cengage Learning		EBSCOhost	EBSCOhost:edsgwh	Database	Regular	Searches_Automated	15825	15825	0
Gale Literature Resource Center	Cengage Learning		EBSCOhost	EBSCOhost:edsglr	Database	Regular	Searches_Automated	15766	15766	0
Gale Literature Resource Center	Cengage Learning		EBSCOhost	EBSCOhost:edsglr	Journal	Regular	Total_Item_Investigations	6	6	0
Gale Literature Resource Center	Cengage Learning		EBSCOhost	EBSCOhost:edsglr	Journal	Regular	Unique_Item_Investigations	6	6	0
Gale Literature Resource Center	Cengage Learning		EBSCOhost	EBSCOhost:edsglr	Newspaper_or_Newsletter	Regular	Total_Item_Investigations	1	1	0
Gale Literature Resource Center	Cengage Learning		EBSCOhost	EBSCOhost:edsglr	Newspaper_or_Newsletter	Regular	Unique_Item_Investigations	1	1	0
Gale Literature Resource Center	Cengage Learning		EBSCOhost	EBSCOhost:edsglr	Other	Regular	Total_Item_Investigations	3	3	0
Gale Literature Resource Center	Cengage Learning		EBSCOhost	EBSCOhost:edsglr	Other	Regular	Unique_Item_Investigations	2	2	0
Gale Literature: Contemporary Authors	Cengage Learning		EBSCOhost	EBSCOhost:edscau	Database	Regular	Searches_Automated	15752	15752	0
Gale Literature: LitFinder	Cengage Learning		EBSCOhost	EBSCOhost:edsltf	Database	Regular	Searches_Automated	15713	15713	0
Gale Literature: LitFinder	Cengage Learning		EBSCOhost	EBSCOhost:edsltf	Journal	Regular	Total_Item_Investigations	2	2	0
Gale Literature: LitFinder	Cengage Learning		EBSCOhost	EBSCOhost:edsltf	Journal	Regular	Unique_Item_Investigations	2	2	0
Gale Literature: LitFinder	Cengage Learning		EBSCOhost	EBSCOhost:edsltf	Other	Regular	Total_Item_Investigations	2	2	0
Gale Literature: LitFinder	Cengage Learning		EBSCOhost	EBSCOhost:edsltf	Other	Regular	Unique_Item_Investigations	2	2	0
Gale OneFile: Business	Cengage Learning		EBSCOhost	EBSCOhost:edsinc	Database	Regular	Searches_Automated	15802	15802	0
Gale OneFile: Business	Cengage Learning		EBSCOhost	EBSCOhost:edsinc	Journal	Regular	Total_Item_Investigations	49	49	0
Gale OneFile: Business	Cengage Learning		EBSCOhost	EBSCOhost:edsinc	Journal	Regular	Unique_Item_Investigations	47	47	0
Gale OneFile: Business	Cengage Learning		EBSCOhost	EBSCOhost:edsinc	Newspaper_or_Newsletter	Regular	Total_Item_Investigations	23	23	0
Gale OneFile: Business	Cengage Learning		EBSCOhost	EBSCOhost:edsinc	Newspaper_or_Newsletter	Regular	Unique_Item_Investigations	20	20	0
Gale OneFile: Business	Cengage Learning		EBSCOhost	EBSCOhost:edsinc	Other	Regular	Total_Item_Investigations	44	44	0
Gale OneFile: Business	Cengage Learning		EBSCOhost	EBSCOhost:edsinc	Other	Regular	Unique_Item_Investigations	37	37	0
Gale OneFile: Computer Science	Cengage Learning		EBSCOhost	EBSCOhost:edsgic	Database	Regular	Searches_Automated	15781	15781	0
Gale OneFile: Health and Medicine	Cengage Learning		EBSCOhost	EBSCOhost:edsgih	Database	Regular	Searches_Automated	15785	15785	0
Gale OneFile: Health and Medicine	Cengage Learning		EBSCOhost	EBSCOhost:edsgih	Journal	Regular	Total_Item_Investigations	36	36	0
Gale OneFile: Health and Medicine	Cengage Learning		EBSCOhost	EBSCOhost:edsgih	Journal	Regular	Unique_Item_Investigations	32	32	0
Gale OneFile: Health and Medicine	Cengage Learning		EBSCOhost	EBSCOhost:edsgih	Other	Regular	Total_Item_Investigations	9	9	0
Gale OneFile: Health and Medicine	Cengage Learning		EBSCOhost	EBSCOhost:edsgih	Other	Regular	Unique_Item_Investigations	9	9	0
Gale OneFile: Informe Académico	Cengage Learning		EBSCOhost	EBSCOhost:edsgii	Database	Regular	Searches_Automated	15785	15785	0
Gale OneFile: Informe Académico	Cengage Learning		EBSCOhost	EBSCOhost:edsgii	Journal	Regular	Total_Item_Investigations	2	2	0
Gale OneFile: Informe Académico	Cengage Learning		EBSCOhost	EBSCOhost:edsgii	Journal	Regular	Unique_Item_Investigations	2	2	0
Gale OneFile: LegalTrac	Cengage Learning		EBSCOhost	EBSCOhost:edsglt	Database	Regular	Searches_Automated	15781	15781	0
Gale OneFile: News	Cengage Learning		EBSCOhost	EBSCOhost:edsgin	Database	Regular	Searches_Automated	15821	15821	0
Gale OneFile: News	Cengage Learning		EBSCOhost	EBSCOhost:edsgin	Journal	Regular	Total_Item_Investigations	2	2	0
Gale OneFile: News	Cengage Learning		EBSCOhost	EBSCOhost:edsgin	Journal	Regular	Unique_Item_Investigations	2	2	0
Gale OneFile: News	Cengage Learning		EBSCOhost	EBSCOhost:edsgin	Newspaper_or_Newsletter	Regular	Total_Item_Investigations	17	17	0
Gale OneFile: News	Cengage Learning		EBSCOhost	EBSCOhost:edsgin	Newspaper_or_Newsletter	Regular	Unique_Item_Investigations	15	15	0
Gale OneFile: News	Cengage Learning		EBSCOhost	EBSCOhost:edsgin	Other	Regular	Total_Item_Investigations	32	32	0
Gale OneFile: News	Cengage Learning		EBSCOhost	EBSCOhost:edsgin	Other	Regular	Unique_Item_Investigations	29	29	0
Gallica Bibliothèque numérique	Bibliotheque Nationale France		EBSCOhost	EBSCOhost:edsgal	Database	Regular	Searches_Automated	15760	15760	0
Gallica Bibliothèque numérique	Bibliotheque Nationale France		EBSCOhost	EBSCOhost:edsgal	Other	Regular	Total_Item_Investigations	2	2	0
Gallica Bibliothèque numérique	Bibliotheque Nationale France		EBSCOhost	EBSCOhost:edsgal	Other	Regular	Unique_Item_Investigations	2	2	0
GeoRef	American Geological Institute		EBSCOhost	EBSCOhost:geh	Database	Regular	Searches_Automated	15811	15811	0
GeoRef	American Geological Institute		EBSCOhost	EBSCOhost:geh	Database	Regular	Searches_Regular	100	100	0
GeoRef	American Geological Institute		EBSCOhost	EBSCOhost:geh	Journal	Regular	Total_Item_Investigations	67	67	0
GeoRef	American Geological Institute		EBSCOhost	EBSCOhost:geh	Journal	Regular	Unique_Item_Investigations	51	51	0
GeoRef	American Geological Institute		EBSCOhost	EBSCOhost:geh	Other	Regular	Total_Item_Investigations	4	4	0
GeoRef	American Geological Institute		EBSCOhost	EBSCOhost:geh	Other	Regular	Unique_Item_Investigations	4	4	0
GeoRef In Process	American Geological Institute		EBSCOhost	EBSCOhost:guh	Book	Regular	Total_Item_Investigations	1	1	0
GeoRef In Process	American Geological Institute		EBSCOhost	EBSCOhost:guh	Book	Regular	Unique_Item_Investigations	1	1	0
GeoRef In Process	American Geological Institute		EBSCOhost	EBSCOhost:guh	Book	Regular	Unique_Title_Investigations	1	1	0
GeoRef In Process	American Geological Institute		EBSCOhost	EBSCOhost:guh	Database	Regular	Searches_Automated	15782	15782	0
GeoRef In Process	American Geological Institute		EBSCOhost	EBSCOhost:guh	Database	Regular	Searches_Regular	98	98	0
GeoRef In Process	American Geological Institute		EBSCOhost	EBSCOhost:guh	Journal	Regular	Total_Item_Investigations	4	4	0
GeoRef In Process	American Geological Institute		EBSCOhost	EBSCOhost:guh	Journal	Regular	Unique_Item_Investigations	4	4	0
GeoRef In Process	American Geological Institute		EBSCOhost	EBSCOhost:guh	Other	Regular	Total_Item_Investigations	3	3	0
GeoRef In Process	American Geological Institute		EBSCOhost	EBSCOhost:guh	Other	Regular	Unique_Item_Investigations	2	2	0
GOBI E-books	Undefined		EBSCOhost	EBSCOhost:edsgob	Book	Regular	Total_Item_Investigations	349	349	0
GOBI E-books	Undefined		EBSCOhost	EBSCOhost:edsgob	Book	Regular	Unique_Item_Investigations	313	313	0
GOBI E-books	Undefined		EBSCOhost	EBSCOhost:edsgob	Book	Regular	Unique_Title_Investigations	310	310	0
GOBI E-books	Undefined		EBSCOhost	EBSCOhost:edsgob	Database	Regular	Searches_Automated	22656	22656	0
GOBI E-books	Undefined		EBSCOhost	EBSCOhost:edsgob	Other	Regular	Total_Item_Investigations	277	277	0
GOBI E-books	Undefined		EBSCOhost	EBSCOhost:edsgob	Other	Regular	Unique_Item_Investigations	245	245	0
GreenFILE	EBSCO Publishing		EBSCOhost	EBSCOhost:8gh	Database	Regular	Searches_Automated	22788	22788	0
GreenFILE	EBSCO Publishing		EBSCOhost	EBSCOhost:8gh	Database	Regular	Searches_Regular	102	102	0
GreenFILE	EBSCO Publishing		EBSCOhost	EBSCOhost:8gh	Journal	Regular	Total_Item_Investigations	49	49	0
GreenFILE	EBSCO Publishing		EBSCOhost	EBSCOhost:8gh	Journal	Regular	Unique_Item_Investigations	46	46	0
GreenFILE	EBSCO Publishing		EBSCOhost	EBSCOhost:8gh	Other	Regular	Total_Item_Investigations	4	4	0
GreenFILE	EBSCO Publishing		EBSCOhost	EBSCOhost:8gh	Other	Regular	Unique_Item_Investigations	3	3	0
Grove Music Online	Oxford University Press / UK		EBSCOhost	EBSCOhost:edsomo	Database	Regular	Searches_Automated	19228	19228	0
Harvard Faculty Seminar Series	Undefined		EBSCOhost	EBSCOhost:vhf	Database	Regular	Searches_Regular	1836	1836	0
Harvard Library Bibliographic Dataset	Harvard University Library, Office for Scholarly C		EBSCOhost	EBSCOhost:edshlc	Book	Regular	Total_Item_Investigations	170	170	0
Harvard Library Bibliographic Dataset	Harvard University Library, Office for Scholarly C		EBSCOhost	EBSCOhost:edshlc	Book	Regular	Unique_Item_Investigations	154	154	0
Harvard Library Bibliographic Dataset	Harvard University Library, Office for Scholarly C		EBSCOhost	EBSCOhost:edshlc	Book	Regular	Unique_Title_Investigations	153	153	0
Harvard Library Bibliographic Dataset	Harvard University Library, Office for Scholarly C		EBSCOhost	EBSCOhost:edshlc	Database	Regular	Searches_Automated	19269	19269	0
Harvard Library Bibliographic Dataset	Harvard University Library, Office for Scholarly C		EBSCOhost	EBSCOhost:edshlc	Journal	Regular	Total_Item_Investigations	21	21	0
Harvard Library Bibliographic Dataset	Harvard University Library, Office for Scholarly C		EBSCOhost	EBSCOhost:edshlc	Journal	Regular	Unique_Item_Investigations	18	18	0
Harvard Library Bibliographic Dataset	Harvard University Library, Office for Scholarly C		EBSCOhost	EBSCOhost:edshlc	Other	Regular	Total_Item_Investigations	172	172	0
