Report_Name	Item Master Report
Report_ID	IR
Release	5
Institution_Name	University Of Prince Edward Island
Institution_ID	aaas:20351555
Metric_Types	
Report_Filters	
Report_Attributes	Include_Parent_Details=True; Attributes_To_Show=Data_Type|Access_Type|Access_Method|YOP|Authors|Publication_Date|Article_Version
Exceptions	3050: Parameter Not Recognized in this Context (Unsupported parameters in request: [include_component_details] unsupported parameters will be ignored.)
Reporting_Period	End_Date=2024-01-31; Begin_Date=2024-01-01
Created	2024-02-23T05:29:10Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Publication_Date	Parent_Article_Version	Parent_Data_Type	Parent_DOI	Parent_Proprietary_ID	Parent_ISBN	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Component_Title	Component_Authors	Component_Publication_Date	Component_Data_Type	Component_DOI	Component_Proprietary_ID	Component_ISBN	Component_Print_ISSN	Component_Online_ISSN	Component_URI	Data_Type	YOP	Access_Type	Access_Method	Metric_Type	Reporting_Period_Total	Jan-2024
Hippocampal Neurogenesis Regulates Forgetting During Adulthood and Infancy	American Association for the Advancement of Science		aaas	Adelaide P. Yiu, Alonso Martinez-Canabal, Anne L. Wheeler, Antonietta De Cristofaro, Axel Guskjolen, Blake A. Richards, Hirotaka Shoji, Hwa-Lin (Liz) Hsiang, Katherine G. Akers, Koji Ohira, Leonardo Restivo, Paul W. Frankland, Sheena A. Josselyn, Tsuyoshi Miyakawa, Yosuke Niibori; 	2021-04-27	VoR	10.1126/science.1248903						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2014	Controlled	Regular	Unique_Item_Investigations	1	1
Hippocampal Neurogenesis Regulates Forgetting During Adulthood and Infancy	American Association for the Advancement of Science		aaas	Adelaide P. Yiu, Alonso Martinez-Canabal, Anne L. Wheeler, Antonietta De Cristofaro, Axel Guskjolen, Blake A. Richards, Hirotaka Shoji, Hwa-Lin (Liz) Hsiang, Katherine G. Akers, Koji Ohira, Leonardo Restivo, Paul W. Frankland, Sheena A. Josselyn, Tsuyoshi Miyakawa, Yosuke Niibori; 	2021-04-27	VoR	10.1126/science.1248903						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2014	Controlled	Regular	Unique_Item_Requests	1	1
Hippocampal Neurogenesis Regulates Forgetting During Adulthood and Infancy	American Association for the Advancement of Science		aaas	Adelaide P. Yiu, Alonso Martinez-Canabal, Anne L. Wheeler, Antonietta De Cristofaro, Axel Guskjolen, Blake A. Richards, Hirotaka Shoji, Hwa-Lin (Liz) Hsiang, Katherine G. Akers, Koji Ohira, Leonardo Restivo, Paul W. Frankland, Sheena A. Josselyn, Tsuyoshi Miyakawa, Yosuke Niibori; 	2021-04-27	VoR	10.1126/science.1248903						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2014	Controlled	Regular	Total_Item_Investigations	2	2
Hippocampal Neurogenesis Regulates Forgetting During Adulthood and Infancy	American Association for the Advancement of Science		aaas	Adelaide P. Yiu, Alonso Martinez-Canabal, Anne L. Wheeler, Antonietta De Cristofaro, Axel Guskjolen, Blake A. Richards, Hirotaka Shoji, Hwa-Lin (Liz) Hsiang, Katherine G. Akers, Koji Ohira, Leonardo Restivo, Paul W. Frankland, Sheena A. Josselyn, Tsuyoshi Miyakawa, Yosuke Niibori; 	2021-04-27	VoR	10.1126/science.1248903						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2014	Controlled	Regular	Total_Item_Requests	2	2
Histone deacetylases in memory and cognition	American Association for the Advancement of Science		aaas	Jay Penney, Li-Huei Tsai; 	2021-04-24	VoR	10.1126/scisignal.aaa0069						Science Signaling				Journal	10.1126/signaling	aaas:signaling		1945-0877	1937-9145												Article	2014	Controlled	Regular	Unique_Item_Investigations	3	3
Histone deacetylases in memory and cognition	American Association for the Advancement of Science		aaas	Jay Penney, Li-Huei Tsai; 	2021-04-24	VoR	10.1126/scisignal.aaa0069						Science Signaling				Journal	10.1126/signaling	aaas:signaling		1945-0877	1937-9145												Article	2014	Controlled	Regular	Total_Item_Investigations	4	4
Histone deacetylases in memory and cognition	American Association for the Advancement of Science		aaas	Jay Penney, Li-Huei Tsai; 	2021-04-24	VoR	10.1126/scisignal.aaa0069						Science Signaling				Journal	10.1126/signaling	aaas:signaling		1945-0877	1937-9145												Article	2014	Controlled	Regular	No_License	4	4
Inhibition of p38α MAPK restores neuronal p38γ MAPK and ameliorates synaptic degeneration in a mouse model of DLB/PD	American Association for the Advancement of Science		aaas	Mark R. Cookson, Liam Horan-Portelance, Somin Kwon, Cassia Overk, Eliezer Masliah, Wolf Wrasidlo, Robert A. Rissman, William D. Figg, Changyoun Kim, Jinhui Ding, Marcell Szabo, Seung-Jae Lee, Cody J. Peer, Michiyo Iba, Xylena Reed; 	2023-05-10	VoR	10.1126/scitranslmed.abq6089						Science Translational Medicine				Journal	10.1126/stm	aaas:stm		1946-6234	1946-6242												Article	2023	Controlled	Regular	No_License	2	2
Intestinal Inflammation Targets Cancer-Inducing Activity of the Microbiota	American Association for the Advancement of Science		aaas	Alain Stintzi, Anthony A. Fodor, Arlin B. Rogers, Barry J. Campbell, Belgin Dogan, Christian Jobin, Ernesto Perez-Chanona, Janelle C. Arthur, Jonathan J. Hansen, Jonathan M. Rhodes, Joshua M. Uronis, Kenneth W. Simpson, Marcus Mühlbauer, Sarah Tomkovich, Temitope O. Keku, Ting-Jia Fan, Turki Abujamel; 	2021-04-28	VoR	10.1126/science.1224820						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2012	Controlled	Regular	Unique_Item_Investigations	1	1
Intestinal Inflammation Targets Cancer-Inducing Activity of the Microbiota	American Association for the Advancement of Science		aaas	Alain Stintzi, Anthony A. Fodor, Arlin B. Rogers, Barry J. Campbell, Belgin Dogan, Christian Jobin, Ernesto Perez-Chanona, Janelle C. Arthur, Jonathan J. Hansen, Jonathan M. Rhodes, Joshua M. Uronis, Kenneth W. Simpson, Marcus Mühlbauer, Sarah Tomkovich, Temitope O. Keku, Ting-Jia Fan, Turki Abujamel; 	2021-04-28	VoR	10.1126/science.1224820						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2012	Controlled	Regular	Unique_Item_Requests	1	1
Intestinal Inflammation Targets Cancer-Inducing Activity of the Microbiota	American Association for the Advancement of Science		aaas	Alain Stintzi, Anthony A. Fodor, Arlin B. Rogers, Barry J. Campbell, Belgin Dogan, Christian Jobin, Ernesto Perez-Chanona, Janelle C. Arthur, Jonathan J. Hansen, Jonathan M. Rhodes, Joshua M. Uronis, Kenneth W. Simpson, Marcus Mühlbauer, Sarah Tomkovich, Temitope O. Keku, Ting-Jia Fan, Turki Abujamel; 	2021-04-28	VoR	10.1126/science.1224820						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2012	Controlled	Regular	Total_Item_Investigations	3	3
Intestinal Inflammation Targets Cancer-Inducing Activity of the Microbiota	American Association for the Advancement of Science		aaas	Alain Stintzi, Anthony A. Fodor, Arlin B. Rogers, Barry J. Campbell, Belgin Dogan, Christian Jobin, Ernesto Perez-Chanona, Janelle C. Arthur, Jonathan J. Hansen, Jonathan M. Rhodes, Joshua M. Uronis, Kenneth W. Simpson, Marcus Mühlbauer, Sarah Tomkovich, Temitope O. Keku, Ting-Jia Fan, Turki Abujamel; 	2021-04-28	VoR	10.1126/science.1224820						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2012	Controlled	Regular	Total_Item_Requests	3	3
I’m a Black scientist, tired of facing racism and exclusion from academia	American Association for the Advancement of Science		aaas		2023-01-05		10.1126/science.caredit.adg5570						Articles				Other	10.1126/article	aaas:article															Other	2023	Controlled	Regular	Unique_Item_Investigations	1	1
I’m a Black scientist, tired of facing racism and exclusion from academia	American Association for the Advancement of Science		aaas		2023-01-05		10.1126/science.caredit.adg5570						Articles				Other	10.1126/article	aaas:article															Other	2023	Controlled	Regular	Unique_Item_Requests	1	1
I’m a Black scientist, tired of facing racism and exclusion from academia	American Association for the Advancement of Science		aaas		2023-01-05		10.1126/science.caredit.adg5570						Articles				Other	10.1126/article	aaas:article															Other	2023	Controlled	Regular	Total_Item_Investigations	1	1
I’m a Black scientist, tired of facing racism and exclusion from academia	American Association for the Advancement of Science		aaas		2023-01-05		10.1126/science.caredit.adg5570						Articles				Other	10.1126/article	aaas:article															Other	2023	Controlled	Regular	Total_Item_Requests	1	1
LMO2-Associated Clonal T Cell Proliferation in Two Patients after Gene Therapy for SCID-X1	American Association for the Advancement of Science		aaas	A. Aurias, A. Fischer, A. Forster, A. Lim, C. Prinz, C. Von Kalle, C. S. Osborne, D. Stoppa-Lyonnet, E. Delabesse, E. Macintyre, E. Morillon, F. Gross, F. Le Deist, F. Sigaux, F. Valensi, G. de Saint Basile, I. Alexander, I. Radford-Weiss, J. Soulier, J. I. Cohen, L. E. Leiva, M. Cavazzana-Calvo, M. Schmidt, M. Wissler, M. P. McCormack, N. Wulffraat, P. Fraser, P. Leboulch, R. Pawliuk, R. Sorensen, S. Hacein-Bey-Abina, S. Romana, T. Frebourg, T. H. Rabbitts, U. Wintergerst; 	2021-04-25	VoR	10.1126/science.1088547						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2003	Controlled	Regular	Unique_Item_Investigations	2	2
LMO2-Associated Clonal T Cell Proliferation in Two Patients after Gene Therapy for SCID-X1	American Association for the Advancement of Science		aaas	A. Aurias, A. Fischer, A. Forster, A. Lim, C. Prinz, C. Von Kalle, C. S. Osborne, D. Stoppa-Lyonnet, E. Delabesse, E. Macintyre, E. Morillon, F. Gross, F. Le Deist, F. Sigaux, F. Valensi, G. de Saint Basile, I. Alexander, I. Radford-Weiss, J. Soulier, J. I. Cohen, L. E. Leiva, M. Cavazzana-Calvo, M. Schmidt, M. Wissler, M. P. McCormack, N. Wulffraat, P. Fraser, P. Leboulch, R. Pawliuk, R. Sorensen, S. Hacein-Bey-Abina, S. Romana, T. Frebourg, T. H. Rabbitts, U. Wintergerst; 	2021-04-25	VoR	10.1126/science.1088547						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2003	Controlled	Regular	Unique_Item_Requests	2	2
LMO2-Associated Clonal T Cell Proliferation in Two Patients after Gene Therapy for SCID-X1	American Association for the Advancement of Science		aaas	A. Aurias, A. Fischer, A. Forster, A. Lim, C. Prinz, C. Von Kalle, C. S. Osborne, D. Stoppa-Lyonnet, E. Delabesse, E. Macintyre, E. Morillon, F. Gross, F. Le Deist, F. Sigaux, F. Valensi, G. de Saint Basile, I. Alexander, I. Radford-Weiss, J. Soulier, J. I. Cohen, L. E. Leiva, M. Cavazzana-Calvo, M. Schmidt, M. Wissler, M. P. McCormack, N. Wulffraat, P. Fraser, P. Leboulch, R. Pawliuk, R. Sorensen, S. Hacein-Bey-Abina, S. Romana, T. Frebourg, T. H. Rabbitts, U. Wintergerst; 	2021-04-25	VoR	10.1126/science.1088547						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2003	Controlled	Regular	Total_Item_Investigations	5	5
LMO2-Associated Clonal T Cell Proliferation in Two Patients after Gene Therapy for SCID-X1	American Association for the Advancement of Science		aaas	A. Aurias, A. Fischer, A. Forster, A. Lim, C. Prinz, C. Von Kalle, C. S. Osborne, D. Stoppa-Lyonnet, E. Delabesse, E. Macintyre, E. Morillon, F. Gross, F. Le Deist, F. Sigaux, F. Valensi, G. de Saint Basile, I. Alexander, I. Radford-Weiss, J. Soulier, J. I. Cohen, L. E. Leiva, M. Cavazzana-Calvo, M. Schmidt, M. Wissler, M. P. McCormack, N. Wulffraat, P. Fraser, P. Leboulch, R. Pawliuk, R. Sorensen, S. Hacein-Bey-Abina, S. Romana, T. Frebourg, T. H. Rabbitts, U. Wintergerst; 	2021-04-25	VoR	10.1126/science.1088547						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2003	Controlled	Regular	Total_Item_Requests	5	5
Massive study of dog aging likely to lose funding	American Association for the Advancement of Science		aaas		2024-01-08		10.1126/science.zzo3rs7						Articles				Other	10.1126/article	aaas:article															Other	2024	Controlled	Regular	Unique_Item_Investigations	1	1
Massive study of dog aging likely to lose funding	American Association for the Advancement of Science		aaas		2024-01-08		10.1126/science.zzo3rs7						Articles				Other	10.1126/article	aaas:article															Other	2024	Controlled	Regular	Unique_Item_Requests	1	1
Massive study of dog aging likely to lose funding	American Association for the Advancement of Science		aaas		2024-01-08		10.1126/science.zzo3rs7						Articles				Other	10.1126/article	aaas:article															Other	2024	Controlled	Regular	Total_Item_Investigations	1	1
Massive study of dog aging likely to lose funding	American Association for the Advancement of Science		aaas		2024-01-08		10.1126/science.zzo3rs7						Articles				Other	10.1126/article	aaas:article															Other	2024	Controlled	Regular	Total_Item_Requests	1	1
Mechanisms of antiwear tribofilm growth revealed in situ by single-asperity sliding contacts	American Association for the Advancement of Science		aaas	A. R. Konicek, D. G. Yablon, F. Mangolini, J. A. Bares, N. N. Gosvami, R. W. Carpick; 	2021-04-26	VoR	10.1126/science.1258788						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2015	Controlled	Regular	Unique_Item_Investigations	1	1
Mechanisms of antiwear tribofilm growth revealed in situ by single-asperity sliding contacts	American Association for the Advancement of Science		aaas	A. R. Konicek, D. G. Yablon, F. Mangolini, J. A. Bares, N. N. Gosvami, R. W. Carpick; 	2021-04-26	VoR	10.1126/science.1258788						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2015	Controlled	Regular	Unique_Item_Requests	1	1
Mechanisms of antiwear tribofilm growth revealed in situ by single-asperity sliding contacts	American Association for the Advancement of Science		aaas	A. R. Konicek, D. G. Yablon, F. Mangolini, J. A. Bares, N. N. Gosvami, R. W. Carpick; 	2021-04-26	VoR	10.1126/science.1258788						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2015	Controlled	Regular	Total_Item_Investigations	2	2
Mechanisms of antiwear tribofilm growth revealed in situ by single-asperity sliding contacts	American Association for the Advancement of Science		aaas	A. R. Konicek, D. G. Yablon, F. Mangolini, J. A. Bares, N. N. Gosvami, R. W. Carpick; 	2021-04-26	VoR	10.1126/science.1258788						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2015	Controlled	Regular	Total_Item_Requests	2	2
Microbes that gave rise to all plants and animals became multicellular 1.6 billion years ago, tiny fossils reveal	American Association for the Advancement of Science		aaas		2024-01-24		10.1126/science.z4ibvhb						Articles				Other	10.1126/article	aaas:article															Other	2024	Controlled	Regular	Unique_Item_Investigations	2	2
Microbes that gave rise to all plants and animals became multicellular 1.6 billion years ago, tiny fossils reveal	American Association for the Advancement of Science		aaas		2024-01-24		10.1126/science.z4ibvhb						Articles				Other	10.1126/article	aaas:article															Other	2024	Controlled	Regular	Unique_Item_Requests	2	2
Microbes that gave rise to all plants and animals became multicellular 1.6 billion years ago, tiny fossils reveal	American Association for the Advancement of Science		aaas		2024-01-24		10.1126/science.z4ibvhb						Articles				Other	10.1126/article	aaas:article															Other	2024	Controlled	Regular	Total_Item_Investigations	2	2
Microbes that gave rise to all plants and animals became multicellular 1.6 billion years ago, tiny fossils reveal	American Association for the Advancement of Science		aaas		2024-01-24		10.1126/science.z4ibvhb						Articles				Other	10.1126/article	aaas:article															Other	2024	Controlled	Regular	Total_Item_Requests	2	2
Modern Global Climate Change	American Association for the Advancement of Science		aaas	Kevin E. Trenberth, Thomas R. Karl; 	2021-04-28	VoR	10.1126/science.1090228						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2003	Controlled	Regular	Unique_Item_Investigations	1	1
Modern Global Climate Change	American Association for the Advancement of Science		aaas	Kevin E. Trenberth, Thomas R. Karl; 	2021-04-28	VoR	10.1126/science.1090228						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2003	Controlled	Regular	Unique_Item_Requests	1	1
Modern Global Climate Change	American Association for the Advancement of Science		aaas	Kevin E. Trenberth, Thomas R. Karl; 	2021-04-28	VoR	10.1126/science.1090228						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2003	Controlled	Regular	Total_Item_Investigations	1	1
Modern Global Climate Change	American Association for the Advancement of Science		aaas	Kevin E. Trenberth, Thomas R. Karl; 	2021-04-28	VoR	10.1126/science.1090228						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2003	Controlled	Regular	Total_Item_Requests	1	1
Network structure of the human musculoskeletal system shapes neural interactions on multiple time scales	American Association for the Advancement of Science		aaas	Andreas Daffertshofer, Jennifer N. Kerkman, Leonardo L. Gollo, Michael Breakspear, Tjeerd W. Boonstra; 	2018-06-27	VoR	10.1126/sciadv.aat0497						Science Advances				Journal	10.1126/sciadv	aaas:sciadv			2375-2548												Article	2018	OA_Gold	Regular	Unique_Item_Investigations	1	1
Network structure of the human musculoskeletal system shapes neural interactions on multiple time scales	American Association for the Advancement of Science		aaas	Andreas Daffertshofer, Jennifer N. Kerkman, Leonardo L. Gollo, Michael Breakspear, Tjeerd W. Boonstra; 	2018-06-27	VoR	10.1126/sciadv.aat0497						Science Advances				Journal	10.1126/sciadv	aaas:sciadv			2375-2548												Article	2018	OA_Gold	Regular	Unique_Item_Requests	1	1
Network structure of the human musculoskeletal system shapes neural interactions on multiple time scales	American Association for the Advancement of Science		aaas	Andreas Daffertshofer, Jennifer N. Kerkman, Leonardo L. Gollo, Michael Breakspear, Tjeerd W. Boonstra; 	2018-06-27	VoR	10.1126/sciadv.aat0497						Science Advances				Journal	10.1126/sciadv	aaas:sciadv			2375-2548												Article	2018	OA_Gold	Regular	Total_Item_Investigations	2	2
Network structure of the human musculoskeletal system shapes neural interactions on multiple time scales	American Association for the Advancement of Science		aaas	Andreas Daffertshofer, Jennifer N. Kerkman, Leonardo L. Gollo, Michael Breakspear, Tjeerd W. Boonstra; 	2018-06-27	VoR	10.1126/sciadv.aat0497						Science Advances				Journal	10.1126/sciadv	aaas:sciadv			2375-2548												Article	2018	OA_Gold	Regular	Total_Item_Requests	2	2
New solar panels suck water from air to cool themselves down	American Association for the Advancement of Science		aaas		2021-03-29		10.1126/science.abc7497						Articles				Other	10.1126/article	aaas:article															Other	2021	Controlled	Regular	Unique_Item_Investigations	1	1
New solar panels suck water from air to cool themselves down	American Association for the Advancement of Science		aaas		2021-03-29		10.1126/science.abc7497						Articles				Other	10.1126/article	aaas:article															Other	2021	Controlled	Regular	Unique_Item_Requests	1	1
New solar panels suck water from air to cool themselves down	American Association for the Advancement of Science		aaas		2021-03-29		10.1126/science.abc7497						Articles				Other	10.1126/article	aaas:article															Other	2021	Controlled	Regular	Total_Item_Investigations	1	1
New solar panels suck water from air to cool themselves down	American Association for the Advancement of Science		aaas		2021-03-29		10.1126/science.abc7497						Articles				Other	10.1126/article	aaas:article															Other	2021	Controlled	Regular	Total_Item_Requests	1	1
Open-access megajournals lose momentum as the publishing model matures	American Association for the Advancement of Science		aaas		2021-03-29		10.1126/science.aaz4585						Articles				Other	10.1126/article	aaas:article															Other	2021	Controlled	Regular	Unique_Item_Investigations	1	1
Open-access megajournals lose momentum as the publishing model matures	American Association for the Advancement of Science		aaas		2021-03-29		10.1126/science.aaz4585						Articles				Other	10.1126/article	aaas:article															Other	2021	Controlled	Regular	Unique_Item_Requests	1	1
Open-access megajournals lose momentum as the publishing model matures	American Association for the Advancement of Science		aaas		2021-03-29		10.1126/science.aaz4585						Articles				Other	10.1126/article	aaas:article															Other	2021	Controlled	Regular	Total_Item_Investigations	1	1
Open-access megajournals lose momentum as the publishing model matures	American Association for the Advancement of Science		aaas		2021-03-29		10.1126/science.aaz4585						Articles				Other	10.1126/article	aaas:article															Other	2021	Controlled	Regular	Total_Item_Requests	1	1
Persistent complement dysregulation with signs of thromboinflammation in active Long Covid	American Association for the Advancement of Science		aaas	Marc Emmenegger, Miro E. Raeber, Patrick Westermann, Roman Meledin, Alexander W. Charney, Karsten Borgwardt, Milo Puhan, Noam D. Beckmann, Christoph B. Messner, Laura Ceglarek, Michele Pons, Petter Brodin, Sara Cervia-Hasler, Sarah C. Brüningk, Adriano Aguzzi, Carlo Cervia-Hasler, Onur Boyman, Ryan C. Thompson, Bowen Fan, Patrick Taeschler, Sarah Adamo, Dominik Menges, Miriam Merad, Giulia Muzio, Tala Ballouz, Jakob Nilsson, Tobias Hoch, Yves Zurbuchen; 	2024-01-19	VoR	10.1126/science.adg7942						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2024	Controlled	Regular	Unique_Item_Investigations	1	1
Persistent complement dysregulation with signs of thromboinflammation in active Long Covid	American Association for the Advancement of Science		aaas	Marc Emmenegger, Miro E. Raeber, Patrick Westermann, Roman Meledin, Alexander W. Charney, Karsten Borgwardt, Milo Puhan, Noam D. Beckmann, Christoph B. Messner, Laura Ceglarek, Michele Pons, Petter Brodin, Sara Cervia-Hasler, Sarah C. Brüningk, Adriano Aguzzi, Carlo Cervia-Hasler, Onur Boyman, Ryan C. Thompson, Bowen Fan, Patrick Taeschler, Sarah Adamo, Dominik Menges, Miriam Merad, Giulia Muzio, Tala Ballouz, Jakob Nilsson, Tobias Hoch, Yves Zurbuchen; 	2024-01-19	VoR	10.1126/science.adg7942						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2024	Controlled	Regular	Unique_Item_Requests	1	1
Persistent complement dysregulation with signs of thromboinflammation in active Long Covid	American Association for the Advancement of Science		aaas	Marc Emmenegger, Miro E. Raeber, Patrick Westermann, Roman Meledin, Alexander W. Charney, Karsten Borgwardt, Milo Puhan, Noam D. Beckmann, Christoph B. Messner, Laura Ceglarek, Michele Pons, Petter Brodin, Sara Cervia-Hasler, Sarah C. Brüningk, Adriano Aguzzi, Carlo Cervia-Hasler, Onur Boyman, Ryan C. Thompson, Bowen Fan, Patrick Taeschler, Sarah Adamo, Dominik Menges, Miriam Merad, Giulia Muzio, Tala Ballouz, Jakob Nilsson, Tobias Hoch, Yves Zurbuchen; 	2024-01-19	VoR	10.1126/science.adg7942						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2024	Controlled	Regular	Total_Item_Investigations	1	1
Persistent complement dysregulation with signs of thromboinflammation in active Long Covid	American Association for the Advancement of Science		aaas	Marc Emmenegger, Miro E. Raeber, Patrick Westermann, Roman Meledin, Alexander W. Charney, Karsten Borgwardt, Milo Puhan, Noam D. Beckmann, Christoph B. Messner, Laura Ceglarek, Michele Pons, Petter Brodin, Sara Cervia-Hasler, Sarah C. Brüningk, Adriano Aguzzi, Carlo Cervia-Hasler, Onur Boyman, Ryan C. Thompson, Bowen Fan, Patrick Taeschler, Sarah Adamo, Dominik Menges, Miriam Merad, Giulia Muzio, Tala Ballouz, Jakob Nilsson, Tobias Hoch, Yves Zurbuchen; 	2024-01-19	VoR	10.1126/science.adg7942						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2024	Controlled	Regular	Total_Item_Requests	1	1
Primers for Mitochondrial DNA Replication Generated by Endonuclease G	American Association for the Advancement of Science		aaas	Adolf Ruiz-Carrillo, Jacques Côté; 	1993-08-06	VoR	10.1126/science.7688144						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	1993	Controlled	Regular	Unique_Item_Investigations	1	1
Primers for Mitochondrial DNA Replication Generated by Endonuclease G	American Association for the Advancement of Science		aaas	Adolf Ruiz-Carrillo, Jacques Côté; 	1993-08-06	VoR	10.1126/science.7688144						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	1993	Controlled	Regular	Total_Item_Investigations	1	1
Principles that Govern the Folding of Protein Chains	American Association for the Advancement of Science		aaas	Christian B. Anfinsen; 	1973-07-20	VoR	10.1126/science.181.4096.223						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	1973	Controlled	Regular	Unique_Item_Investigations	1	1
Principles that Govern the Folding of Protein Chains	American Association for the Advancement of Science		aaas	Christian B. Anfinsen; 	1973-07-20	VoR	10.1126/science.181.4096.223						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	1973	Controlled	Regular	Total_Item_Investigations	1	1
Protected land: Threat of invasive species	American Association for the Advancement of Science		aaas	Philip E. Hulme; 	2021-04-28	VoR	10.1126/science.aau3784						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2018	Controlled	Regular	Unique_Item_Investigations	1	1
Protected land: Threat of invasive species	American Association for the Advancement of Science		aaas	Philip E. Hulme; 	2021-04-28	VoR	10.1126/science.aau3784						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2018	Controlled	Regular	Unique_Item_Requests	1	1
Protected land: Threat of invasive species	American Association for the Advancement of Science		aaas	Philip E. Hulme; 	2021-04-28	VoR	10.1126/science.aau3784						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2018	Controlled	Regular	Total_Item_Investigations	1	1
Protected land: Threat of invasive species	American Association for the Advancement of Science		aaas	Philip E. Hulme; 	2021-04-28	VoR	10.1126/science.aau3784						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2018	Controlled	Regular	Total_Item_Requests	1	1
Recovery of particulate methane monooxygenase structure and activity in a lipid bilayer	American Association for the Advancement of Science		aaas	Amy C. Rosenzweig, Christopher W. Koo, Frank J. Tucci, Yuan He; 	2022-03-17	VoR	10.1126/science.abm3282						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2022	Controlled	Regular	Unique_Item_Investigations	3	3
Recovery of particulate methane monooxygenase structure and activity in a lipid bilayer	American Association for the Advancement of Science		aaas	Amy C. Rosenzweig, Christopher W. Koo, Frank J. Tucci, Yuan He; 	2022-03-17	VoR	10.1126/science.abm3282						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2022	Controlled	Regular	Unique_Item_Requests	3	3
Recovery of particulate methane monooxygenase structure and activity in a lipid bilayer	American Association for the Advancement of Science		aaas	Amy C. Rosenzweig, Christopher W. Koo, Frank J. Tucci, Yuan He; 	2022-03-17	VoR	10.1126/science.abm3282						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2022	Controlled	Regular	Total_Item_Investigations	3	3
Recovery of particulate methane monooxygenase structure and activity in a lipid bilayer	American Association for the Advancement of Science		aaas	Amy C. Rosenzweig, Christopher W. Koo, Frank J. Tucci, Yuan He; 	2022-03-17	VoR	10.1126/science.abm3282						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	2022	Controlled	Regular	Total_Item_Requests	3	3
Regularly Occurring Periods of Eye Motility, and Concomitant Phenomena, During Sleep	American Association for the Advancement of Science		aaas	Eugene Aserinsky, Nathaniel Kleitman; 	1953-09-04	VoR	10.1126/science.118.3062.273						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	1953	Controlled	Regular	Unique_Item_Investigations	1	1
Regularly Occurring Periods of Eye Motility, and Concomitant Phenomena, During Sleep	American Association for the Advancement of Science		aaas	Eugene Aserinsky, Nathaniel Kleitman; 	1953-09-04	VoR	10.1126/science.118.3062.273						Science				Journal	10.1126/science	aaas:science		0036-8075	1095-9203												Article	1953	Controlled	Regular	Total_Item_Investigations	1	1
