Report_Name	Title Master Report
Report_ID	TR
Release	5
Institution_Name	University of Prince Edward Island
Institution_ID	CUP:12159
Metric_Types	
Report_Filters	
Report_Attributes	
Exceptions	
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T13:39:07Z
Created_By	Cambridge Core

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Animal Science	Cambridge University Press		Cambridge Core		CUP:ASC		1357-7298	1748-748X	https://www.cambridge.org/core/product/identifier/ASC/type/journal	Unique_Item_Investigations	1	1	0
Animal Science	Cambridge University Press		Cambridge Core		CUP:ASC		1357-7298	1748-748X	https://www.cambridge.org/core/product/identifier/ASC/type/journal	No_License	3	3	0
Animal Welfare	Cambridge University Press		Cambridge Core		CUP:AWF		0962-7286	2054-1538	https://www.cambridge.org/core/product/identifier/AWF/type/journal	Total_Item_Investigations	1	0	1
Animal Welfare	Cambridge University Press		Cambridge Core		CUP:AWF		0962-7286	2054-1538	https://www.cambridge.org/core/product/identifier/AWF/type/journal	Unique_Item_Investigations	1	0	1
Animal Welfare	Cambridge University Press		Cambridge Core		CUP:AWF		0962-7286	2054-1538	https://www.cambridge.org/core/product/identifier/AWF/type/journal	Total_Item_Investigations	2	2	0
Animal Welfare	Cambridge University Press		Cambridge Core		CUP:AWF		0962-7286	2054-1538	https://www.cambridge.org/core/product/identifier/AWF/type/journal	Unique_Item_Investigations	1	1	0
Animal Welfare	Cambridge University Press		Cambridge Core		CUP:AWF		0962-7286	2054-1538	https://www.cambridge.org/core/product/identifier/AWF/type/journal	Total_Item_Requests	2	2	0
Animal Welfare	Cambridge University Press		Cambridge Core		CUP:AWF		0962-7286	2054-1538	https://www.cambridge.org/core/product/identifier/AWF/type/journal	Unique_Item_Requests	1	1	0
Animal Welfare	Cambridge University Press		Cambridge Core		CUP:AWF		0962-7286	2054-1538	https://www.cambridge.org/core/product/identifier/AWF/type/journal	Total_Item_Investigations	3	0	3
Animal Welfare	Cambridge University Press		Cambridge Core		CUP:AWF		0962-7286	2054-1538	https://www.cambridge.org/core/product/identifier/AWF/type/journal	Unique_Item_Investigations	3	0	3
