Report_Name	Journal Article Requests
Report_ID	IR_A1
Release	5
Institution_Name	Univ of Prince Edward Island
Institution_ID	sage:1000451523
Metric_Types	Total_Item_Requests; Unique_Item_Requests
Report_Filters	Access_Method=Regular; Parent_Data_Type=Journal; Data_Type=Article
Report_Attributes	
Exceptions	3031: Usage Not Ready for Requested Dates (Requested data between 2024-02-01 and 2024-02-29. However only data between 2018-11-01 and 2024-01-31 exists.)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T06:02:28Z
Created_By	Atypon Systems LLC.

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Article_Version	Parent_DOI	Parent_Proprietary_ID	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Access_Type	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Moderator engagement and community development in the age of algorithms	SAGE Publications		SAGE Journals	Joseph Seering, Tony Wang, Jina Yoon, Geoff Kaufman; 	2019-01-11	VoR	10.1177/1461444818821316					New Media & Society			10.1177/nmsa	sage:nmsa	1461-4448	1461-7315		Controlled	Total_Item_Requests	1	1	0
Montmorency tart cherry supplementation does not impact sleep, body composition, cellular health, or blood pressure in healthy adults	SAGE Publications		SAGE Journals	Angela R Hillman, Bryna Chrismas, Olivia Trickett, Christopher Brodsky; 	2022-07-05	VoR	10.1177/02601060221111230					Nutrition and Health			10.1177/naha	sage:naha	0260-1060	2047-945X		Controlled	Unique_Item_Requests	1	1	0
Montmorency tart cherry supplementation does not impact sleep, body composition, cellular health, or blood pressure in healthy adults	SAGE Publications		SAGE Journals	Angela R Hillman, Bryna Chrismas, Olivia Trickett, Christopher Brodsky; 	2022-07-05	VoR	10.1177/02601060221111230					Nutrition and Health			10.1177/naha	sage:naha	0260-1060	2047-945X		Controlled	Total_Item_Requests	1	1	0
Moral distress in nurses caring for patients with Covid-19	SAGE Publications		SAGE Journals	Raya Elfadel Kheirbek, Gyasi Moscou-Jackson, Henry J Silverman, Jenni Day; 	2021-04-29	VoR	10.1177/09697330211003217					Nursing Ethics			10.1177/neja	sage:neja	0969-7330	1477-0989		Controlled	Unique_Item_Requests	1	1	0
Moral distress in nurses caring for patients with Covid-19	SAGE Publications		SAGE Journals	Raya Elfadel Kheirbek, Gyasi Moscou-Jackson, Henry J Silverman, Jenni Day; 	2021-04-29	VoR	10.1177/09697330211003217					Nursing Ethics			10.1177/neja	sage:neja	0969-7330	1477-0989		Controlled	Total_Item_Requests	2	2	0
Moral Injury during the COVID-19 pandemic: A delphi model survey of family medicine residents	SAGE Publications		SAGE Journals	Dillon C Stull, Abel R Thomas, Sean B Ngo, Akshat Dayal, Richard Sanker, Sarah E Parr, Burritt W Hess, Payson J Clark; 	2021-12-28	VoR	10.1177/00912174211054385					The International Journal of Psychiatry in Medicine			10.1177/ijpb	sage:ijpb	0091-2174	1541-3527		Controlled	Unique_Item_Requests	2	2	0
Moral Injury during the COVID-19 pandemic: A delphi model survey of family medicine residents	SAGE Publications		SAGE Journals	Dillon C Stull, Abel R Thomas, Sean B Ngo, Akshat Dayal, Richard Sanker, Sarah E Parr, Burritt W Hess, Payson J Clark; 	2021-12-28	VoR	10.1177/00912174211054385					The International Journal of Psychiatry in Medicine			10.1177/ijpb	sage:ijpb	0091-2174	1541-3527		Controlled	Total_Item_Requests	2	2	0
More Than Just T4 Diagnostic testing for hyperthyroidism in cats	SAGE Publications		SAGE Journals	Mark E Peterson; 	2013-08-21	VoR	10.1177/1098612X13500426					Journal of Feline Medicine and Surgery			10.1177/jfma	sage:jfma	1098-612X	1532-2750		Controlled	Unique_Item_Requests	1	1	0
More Than Just T4 Diagnostic testing for hyperthyroidism in cats	SAGE Publications		SAGE Journals	Mark E Peterson; 	2013-08-21	VoR	10.1177/1098612X13500426					Journal of Feline Medicine and Surgery			10.1177/jfma	sage:jfma	1098-612X	1532-2750		Controlled	Total_Item_Requests	1	1	0
Morphological and Mechanistic Aspects of Thiourea-Induced Acute Lung Injury and Tolerance in the Rat	SAGE Publications		SAGE Journals	Giovanni Pellegrini, Dominic Paul Williams, Brian Kevin Park, Daniele Amadio, Anja Kipar; 	2020-08-20	VoR	10.1177/0192623320941465					Toxicologic Pathology			10.1177/tpxb	sage:tpxb	0192-6233	1533-1601		Controlled	Unique_Item_Requests	1	1	0
Morphological and Mechanistic Aspects of Thiourea-Induced Acute Lung Injury and Tolerance in the Rat	SAGE Publications		SAGE Journals	Giovanni Pellegrini, Dominic Paul Williams, Brian Kevin Park, Daniele Amadio, Anja Kipar; 	2020-08-20	VoR	10.1177/0192623320941465					Toxicologic Pathology			10.1177/tpxb	sage:tpxb	0192-6233	1533-1601		Controlled	Total_Item_Requests	1	1	0
Mothers’ Perceived Barriers to and Recommendations for Health Care Appointment Keeping for Children Who Have Cerebral Palsy	SAGE Publications		SAGE Journals	Erin Brandon, Janice Jaffar, Marilyn Ballantyne, Laurie Liscumb, Andrea Macdonald, Laura Beaune; 	2019-08-14	VoR	10.1177/2333393619868979					Global Qualitative Nursing Research			10.1177/gqna	sage:gqna	2333-3936	2333-3936		OA_Gold	Unique_Item_Requests	1	1	0
Mothers’ Perceived Barriers to and Recommendations for Health Care Appointment Keeping for Children Who Have Cerebral Palsy	SAGE Publications		SAGE Journals	Erin Brandon, Janice Jaffar, Marilyn Ballantyne, Laurie Liscumb, Andrea Macdonald, Laura Beaune; 	2019-08-14	VoR	10.1177/2333393619868979					Global Qualitative Nursing Research			10.1177/gqna	sage:gqna	2333-3936	2333-3936		OA_Gold	Total_Item_Requests	1	1	0
Moving Upstream From the Individual to the Community: Addressing Social Determinants of Health	SAGE Publications		SAGE Journals	Lisa A. Campbell, Laura Anderko; 	2020-02-02	VoR	10.1177/1942602X20902462					NASN School Nurse			10.1177/nasb	sage:nasb	1942-602X	1942-6038		Controlled	Unique_Item_Requests	1	1	0
Moving Upstream From the Individual to the Community: Addressing Social Determinants of Health	SAGE Publications		SAGE Journals	Lisa A. Campbell, Laura Anderko; 	2020-02-02	VoR	10.1177/1942602X20902462					NASN School Nurse			10.1177/nasb	sage:nasb	1942-602X	1942-6038		Controlled	Total_Item_Requests	1	1	0
Multicenter evaluation of the Vetscan Imagyst system using Ocus 40 and EasyScan One scanners to detect gastrointestinal parasites in feces of dogs and cats	SAGE Publications		SAGE Journals	Araceli Lucio-Forster, Ruth Scimeca, Susan E. Little, Benjamin S. Larson, Dwight D. Bowman, Lindsay A. Starkey, Travis Cree, Austin Rhodes, Michael Loenser, Ruth Hall-Sedlak, Byron Blagburn, Yoko Nagamori, Cory Penn, Richard Goldstein; 	2023-11-28	VoR	10.1177/10406387231216185					Journal of Veterinary Diagnostic Investigation			10.1177/vdia	sage:vdia	1040-6387	1943-4936		Controlled	Unique_Item_Requests	1	1	0
Multicenter evaluation of the Vetscan Imagyst system using Ocus 40 and EasyScan One scanners to detect gastrointestinal parasites in feces of dogs and cats	SAGE Publications		SAGE Journals	Araceli Lucio-Forster, Ruth Scimeca, Susan E. Little, Benjamin S. Larson, Dwight D. Bowman, Lindsay A. Starkey, Travis Cree, Austin Rhodes, Michael Loenser, Ruth Hall-Sedlak, Byron Blagburn, Yoko Nagamori, Cory Penn, Richard Goldstein; 	2023-11-28	VoR	10.1177/10406387231216185					Journal of Veterinary Diagnostic Investigation			10.1177/vdia	sage:vdia	1040-6387	1943-4936		Controlled	Total_Item_Requests	3	3	0
Multiliteracies Theory and Gifted Education Creating “Smart Spaces” in the Language Arts Classroom	SAGE Publications		SAGE Journals	Jill M. Olthouse; 	2013-09-06	VoR	10.1177/1076217513497575					Gifted Child Today			10.1177/gctc	sage:gctc	1076-2175	2162-951X		Controlled	Unique_Item_Requests	1	1	0
Multiliteracies Theory and Gifted Education Creating “Smart Spaces” in the Language Arts Classroom	SAGE Publications		SAGE Journals	Jill M. Olthouse; 	2013-09-06	VoR	10.1177/1076217513497575					Gifted Child Today			10.1177/gctc	sage:gctc	1076-2175	2162-951X		Controlled	Total_Item_Requests	3	3	0
Music at the Illinois Asylum for Feeble-Minded Children: 1865–1920	SAGE Publications Inc		SAGE Journals	Phillip M. Hash; 	2010-10-01	VoR	10.1177/153660061003200104					Journal of Historical Research in Music Education			10.1177/jhrb	sage:jhrb	1536-6006	2328-2525		Controlled	Unique_Item_Requests	2	2	0
Music at the Illinois Asylum for Feeble-Minded Children: 1865–1920	SAGE Publications Inc		SAGE Journals	Phillip M. Hash; 	2010-10-01	VoR	10.1177/153660061003200104					Journal of Historical Research in Music Education			10.1177/jhrb	sage:jhrb	1536-6006	2328-2525		Controlled	Total_Item_Requests	2	2	0
Métis women gathering: visiting together and voicing wellness for ourselves	SAGE Publications		SAGE Journals	Leah Marie Dorion, Anna Corrigal Flaminio, Janice Cindy Gaudet; 	2020-02-03	VoR	10.1177/1177180120903499					AlterNative: An International Journal of Indigenous Peoples			10.1177/alna	sage:alna	1177-1801	1174-1740		Controlled	Unique_Item_Requests	1	1	0
Métis women gathering: visiting together and voicing wellness for ourselves	SAGE Publications		SAGE Journals	Leah Marie Dorion, Anna Corrigal Flaminio, Janice Cindy Gaudet; 	2020-02-03	VoR	10.1177/1177180120903499					AlterNative: An International Journal of Indigenous Peoples			10.1177/alna	sage:alna	1177-1801	1174-1740		Controlled	Total_Item_Requests	2	2	0
Name Norms: A Guide to Casting Your Next Experiment	SAGE Publications		SAGE Journals	E. Samuel Winer, Mingxuan Tan, Kimberley J. Duff, Leonard S. Newman, Tracy L. Caldwell; 	2018-05-08	VoR	10.1177/0146167218769858					Personality and Social Psychology Bulletin			10.1177/pspc	sage:pspc	0146-1672	1552-7433		Controlled	Unique_Item_Requests	1	1	0
Name Norms: A Guide to Casting Your Next Experiment	SAGE Publications		SAGE Journals	E. Samuel Winer, Mingxuan Tan, Kimberley J. Duff, Leonard S. Newman, Tracy L. Caldwell; 	2018-05-08	VoR	10.1177/0146167218769858					Personality and Social Psychology Bulletin			10.1177/pspc	sage:pspc	0146-1672	1552-7433		Controlled	Total_Item_Requests	1	1	0
Narrative, Poststructuralism, and Social Justice Current Practices in Narrative Therapy	SAGE Publications		SAGE Journals	Gene Combs, Jill Freedman; 	2012-09-26	VoR	10.1177/0011000012460662					The Counseling Psychologist			10.1177/tcpa	sage:tcpa	0011-0000	1552-3861		Controlled	Unique_Item_Requests	1	1	0
Narrative, Poststructuralism, and Social Justice Current Practices in Narrative Therapy	SAGE Publications		SAGE Journals	Gene Combs, Jill Freedman; 	2012-09-26	VoR	10.1177/0011000012460662					The Counseling Psychologist			10.1177/tcpa	sage:tcpa	0011-0000	1552-3861		Controlled	Total_Item_Requests	1	1	0
Nation and decolonization Toward a new anthropology of nationalism	SAGE Publications		SAGE Journals	John D. Kelly, Martha Kaplan; 	2001-12-01	VoR	10.1177/14634990122228818					Anthropological Theory			10.1177/anta	sage:anta	1463-4996	1741-2641		Controlled	Unique_Item_Requests	3	3	0
Nation and decolonization Toward a new anthropology of nationalism	SAGE Publications		SAGE Journals	John D. Kelly, Martha Kaplan; 	2001-12-01	VoR	10.1177/14634990122228818					Anthropological Theory			10.1177/anta	sage:anta	1463-4996	1741-2641		Controlled	Total_Item_Requests	4	4	0
Negative Reflections About Positive Psychology: On Constraining the Field to a Focus on Happiness and Personal Achievement	SAGE Publications		SAGE Journals	Eva Blodgett, Oksana Yakushko; 	2018-08-22	VoR	10.1177/0022167818794551					Journal of Humanistic Psychology			10.1177/jhpa	sage:jhpa	0022-1678	1552-650X		Controlled	Unique_Item_Requests	2	2	0
Negative Reflections About Positive Psychology: On Constraining the Field to a Focus on Happiness and Personal Achievement	SAGE Publications		SAGE Journals	Eva Blodgett, Oksana Yakushko; 	2018-08-22	VoR	10.1177/0022167818794551					Journal of Humanistic Psychology			10.1177/jhpa	sage:jhpa	0022-1678	1552-650X		Controlled	Total_Item_Requests	2	2	0
Nervous System Sampling for General Toxicity and Neurotoxicity Studies in Rabbits	SAGE Publications		SAGE Journals	Ingrid D. Pardo, Alys E. Bradley, Colleen Huddleston, Robert H. Garman, Deepa B. Rao, Brad Bolon, James P. Morrison; 	2020-10-23	VoR	10.1177/0192623320957637					Toxicologic Pathology			10.1177/tpxb	sage:tpxb	0192-6233	1533-1601		Controlled	Unique_Item_Requests	1	1	0
Nervous System Sampling for General Toxicity and Neurotoxicity Studies in Rabbits	SAGE Publications		SAGE Journals	Ingrid D. Pardo, Alys E. Bradley, Colleen Huddleston, Robert H. Garman, Deepa B. Rao, Brad Bolon, James P. Morrison; 	2020-10-23	VoR	10.1177/0192623320957637					Toxicologic Pathology			10.1177/tpxb	sage:tpxb	0192-6233	1533-1601		Controlled	Total_Item_Requests	1	1	0
Network Meta-analysis	SAGE Publications		SAGE Journals	Ian R. White; 	2015-12-01	VoR	10.1177/1536867X1501500403					The Stata Journal			10.1177/stja	sage:stja	1536-867X	1536-8734		Controlled	Unique_Item_Requests	1	1	0
Network Meta-analysis	SAGE Publications		SAGE Journals	Ian R. White; 	2015-12-01	VoR	10.1177/1536867X1501500403					The Stata Journal			10.1177/stja	sage:stja	1536-867X	1536-8734		Controlled	Total_Item_Requests	1	1	0
New Immigrant Destinations in Global Context1	SAGE Publications		SAGE Journals	Jamie Winders; 	2018-07-19	VoR	10.1111/imre.12140					International Migration Review			10.1177/mrxa	sage:mrxa	0197-9183	1747-7379		Controlled	Unique_Item_Requests	1	1	0
New Immigrant Destinations in Global Context1	SAGE Publications		SAGE Journals	Jamie Winders; 	2018-07-19	VoR	10.1111/imre.12140					International Migration Review			10.1177/mrxa	sage:mrxa	0197-9183	1747-7379		Controlled	Total_Item_Requests	1	1	0
Nightmares in the Context of PTSD Treated with Psychoeducation Regarding Lucid Dreaming	SAGE Publications		SAGE Journals	Greg Been, Vikas Garg; 	2010-06-01	VoR	10.1080/00048671003614213					Australian & New Zealand Journal of Psychiatry			10.1177/anpa	sage:anpa	0004-8674	1440-1614		Controlled	Unique_Item_Requests	1	1	0
Nightmares in the Context of PTSD Treated with Psychoeducation Regarding Lucid Dreaming	SAGE Publications		SAGE Journals	Greg Been, Vikas Garg; 	2010-06-01	VoR	10.1080/00048671003614213					Australian & New Zealand Journal of Psychiatry			10.1177/anpa	sage:anpa	0004-8674	1440-1614		Controlled	Total_Item_Requests	1	1	0
No Home and No Acceptance: Exploring the Intersectionality of Sexual/Gender Identities (LGBTQ) and Race in the Foster Care System	SAGE Publications Inc		SAGE Journals	Jevay Grooms; 	2020-03-11	VoR	10.1177/0034644620911381					The Review of Black Political Economy			10.1177/rbpa	sage:rbpa	0034-6446	1936-4814		Controlled	Unique_Item_Requests	1	1	0
No Home and No Acceptance: Exploring the Intersectionality of Sexual/Gender Identities (LGBTQ) and Race in the Foster Care System	SAGE Publications Inc		SAGE Journals	Jevay Grooms; 	2020-03-11	VoR	10.1177/0034644620911381					The Review of Black Political Economy			10.1177/rbpa	sage:rbpa	0034-6446	1936-4814		Controlled	Total_Item_Requests	1	1	0
No longer culture-bound: Hikikomori outside of Japan	SAGE Publications		SAGE Journals	Hun Millard, Tanner Bommersbach; 	2019-06-24	VoR	10.1177/0020764019859379					International Journal of Social Psychiatry			10.1177/ispa	sage:ispa	0020-7640	1741-2854		Controlled	Unique_Item_Requests	1	1	0
No longer culture-bound: Hikikomori outside of Japan	SAGE Publications		SAGE Journals	Hun Millard, Tanner Bommersbach; 	2019-06-24	VoR	10.1177/0020764019859379					International Journal of Social Psychiatry			10.1177/ispa	sage:ispa	0020-7640	1741-2854		Controlled	Total_Item_Requests	3	3	0
Nodes of knowledge, managing transfer: Shipbuilding and repair during the transformation from sail to steam	SAGE Publications		SAGE Journals	Marten Dondorp, Pepijn Brandon; 	2020-11-27	VoR	10.1177/0073275320971100					History of Science			10.1177/hosa	sage:hosa	0073-2753	1753-8564		OA_Gold	Unique_Item_Requests	2	2	0
Nodes of knowledge, managing transfer: Shipbuilding and repair during the transformation from sail to steam	SAGE Publications		SAGE Journals	Marten Dondorp, Pepijn Brandon; 	2020-11-27	VoR	10.1177/0073275320971100					History of Science			10.1177/hosa	sage:hosa	0073-2753	1753-8564		OA_Gold	Total_Item_Requests	3	3	0
Non-binary embodiment and bodily discomfort: Body as social signum	SAGE Publications Ltd		SAGE Journals	Nina Perger; 	2023-08-12	VoR	10.1177/00380261231189049					The Sociological Review			10.1177/sora	sage:sora	0038-0261	1467-954X		OA_Gold	Unique_Item_Requests	1	1	0
Non-binary embodiment and bodily discomfort: Body as social signum	SAGE Publications Ltd		SAGE Journals	Nina Perger; 	2023-08-12	VoR	10.1177/00380261231189049					The Sociological Review			10.1177/sora	sage:sora	0038-0261	1467-954X		OA_Gold	Total_Item_Requests	2	2	0
Non-pharmacological interventions for people with dementia: A review of reviews	SAGE Publications		SAGE Journals	Claudia Meyer, Fleur O’Keefe; 	2018-12-07	VoR	10.1177/1471301218813234					Dementia			10.1177/dema	sage:dema	1471-3012	1741-2684		Controlled	Unique_Item_Requests	1	1	0
Non-pharmacological interventions for people with dementia: A review of reviews	SAGE Publications		SAGE Journals	Claudia Meyer, Fleur O’Keefe; 	2018-12-07	VoR	10.1177/1471301218813234					Dementia			10.1177/dema	sage:dema	1471-3012	1741-2684		Controlled	Total_Item_Requests	1	1	0
Non-thrombotic pulmonary embolism of brain, liver, or bone marrow tissues associated with traumatic injuries in free-ranging neotropical primates	SAGE Publications		SAGE Journals	Ayisa Rodrigues Oliveira, Larissa Giannini Alves Moreira, Tatiane Alves da Paixão, Fabiana Pizzolato de Lucena, Fabíola Barroso Costa, Izabela Magalhães Arthuso Vasconcelos, Renato Lima Santos, Daniel Oliveira dos Santos, Sara Aquino de Mattos, Thaynara Parente de Carvalho; 	2022-02-07	VoR	10.1177/03009858221075595					Veterinary Pathology			10.1177/vetb	sage:vetb	0300-9858	1544-2217		Controlled	Unique_Item_Requests	2	2	0
Non-thrombotic pulmonary embolism of brain, liver, or bone marrow tissues associated with traumatic injuries in free-ranging neotropical primates	SAGE Publications		SAGE Journals	Ayisa Rodrigues Oliveira, Larissa Giannini Alves Moreira, Tatiane Alves da Paixão, Fabiana Pizzolato de Lucena, Fabíola Barroso Costa, Izabela Magalhães Arthuso Vasconcelos, Renato Lima Santos, Daniel Oliveira dos Santos, Sara Aquino de Mattos, Thaynara Parente de Carvalho; 	2022-02-07	VoR	10.1177/03009858221075595					Veterinary Pathology			10.1177/vetb	sage:vetb	0300-9858	1544-2217		Controlled	Total_Item_Requests	2	2	0
Normal Structure, Function, and Histology of the Bone Marrow	SAGE Publications		SAGE Journals	Gregory S. Travlos; 	2006-08-01	VoR	10.1080/01926230600939856					Toxicologic Pathology			10.1177/tpxb	sage:tpxb	0192-6233	1533-1601		Controlled	Unique_Item_Requests	1	1	0
Normal Structure, Function, and Histology of the Bone Marrow	SAGE Publications		SAGE Journals	Gregory S. Travlos; 	2006-08-01	VoR	10.1080/01926230600939856					Toxicologic Pathology			10.1177/tpxb	sage:tpxb	0192-6233	1533-1601		Controlled	Total_Item_Requests	1	1	0
Now You See It, Now You Don’t Object Permanence in Dogs	SAGE Publications		SAGE Journals	Kristina F. Pattison, Thomas R. Zentall; 	2016-10-01	VoR	10.1177/0963721416664861					Current Directions in Psychological Science			10.1177/cdpa	sage:cdpa	0963-7214	1467-8721		Controlled	Unique_Item_Requests	4	4	0
Now You See It, Now You Don’t Object Permanence in Dogs	SAGE Publications		SAGE Journals	Kristina F. Pattison, Thomas R. Zentall; 	2016-10-01	VoR	10.1177/0963721416664861					Current Directions in Psychological Science			10.1177/cdpa	sage:cdpa	0963-7214	1467-8721		Controlled	Total_Item_Requests	4	4	0
Nurse Bullying: Impact on Nurses’ Health	SAGE Publications		SAGE Journals	Thomas P. McCoy, Penny A. Sauer; 	2016-12-05	VoR	10.1177/0193945916681278					Western Journal of Nursing Research			10.1177/wjna	sage:wjna	0193-9459	1552-8456		Controlled	Unique_Item_Requests	1	1	0
Nurse Bullying: Impact on Nurses’ Health	SAGE Publications		SAGE Journals	Thomas P. McCoy, Penny A. Sauer; 	2016-12-05	VoR	10.1177/0193945916681278					Western Journal of Nursing Research			10.1177/wjna	sage:wjna	0193-9459	1552-8456		Controlled	Total_Item_Requests	1	1	0
Nurses’ ethical challenges caring for people with COVID-19: A qualitative study	SAGE Publications		SAGE Journals	Junping Bian, Zhiying Xiao, Ou Chen, Hongying Jia, Yuxiu Jia, Juan Xiao; 	2020-08-28	VoR	10.1177/0969733020944453					Nursing Ethics			10.1177/neja	sage:neja	0969-7330	1477-0989		OA_Gold	Unique_Item_Requests	1	1	0
Nurses’ ethical challenges caring for people with COVID-19: A qualitative study	SAGE Publications		SAGE Journals	Junping Bian, Zhiying Xiao, Ou Chen, Hongying Jia, Yuxiu Jia, Juan Xiao; 	2020-08-28	VoR	10.1177/0969733020944453					Nursing Ethics			10.1177/neja	sage:neja	0969-7330	1477-0989		OA_Gold	Total_Item_Requests	1	1	0
Nurse’s perceptions of organisational barriers to delivering compassionate care: A qualitative study	SAGE Publications		SAGE Journals	Leila Valizadeh, Mansour Ghafourifard, Vahid Zamanzadeh, Azad Rahmani, Belinda Dewar; 	2016-08-11	VoR	10.1177/0969733016660881					Nursing Ethics			10.1177/neja	sage:neja	0969-7330	1477-0989		Controlled	Unique_Item_Requests	1	1	0
Nurse’s perceptions of organisational barriers to delivering compassionate care: A qualitative study	SAGE Publications		SAGE Journals	Leila Valizadeh, Mansour Ghafourifard, Vahid Zamanzadeh, Azad Rahmani, Belinda Dewar; 	2016-08-11	VoR	10.1177/0969733016660881					Nursing Ethics			10.1177/neja	sage:neja	0969-7330	1477-0989		Controlled	Total_Item_Requests	1	1	0
Nutrition Professionals Feel Underprepared to Serve Persons With Marginalized Identities	SAGE Publications		SAGE Journals	Hanbin He, Kate G. Burt, Rachel Losak; 	2022-06-17	VoR	10.1177/23733799221103216					Pedagogy in Health Promotion			10.1177/phpa	sage:phpa	2373-3799	2373-3802		Controlled	Unique_Item_Requests	1	1	0
Nutrition Professionals Feel Underprepared to Serve Persons With Marginalized Identities	SAGE Publications		SAGE Journals	Hanbin He, Kate G. Burt, Rachel Losak; 	2022-06-17	VoR	10.1177/23733799221103216					Pedagogy in Health Promotion			10.1177/phpa	sage:phpa	2373-3799	2373-3802		Controlled	Total_Item_Requests	1	1	0
Obstetrical Nurses’ Perspectives of Pregnant Women Who Use Illicit Substances and Their Provision of Care: A Thematic Analysis	SAGE Publications		SAGE Journals	Jenna Menard-Kocik, Vera Caine; 	2019-09-17	VoR	10.1177/0844562119870419					Canadian Journal of Nursing Research			10.1177/cjnb	sage:cjnb	0844-5621	1705-7051		Controlled	Unique_Item_Requests	3	3	0
Obstetrical Nurses’ Perspectives of Pregnant Women Who Use Illicit Substances and Their Provision of Care: A Thematic Analysis	SAGE Publications		SAGE Journals	Jenna Menard-Kocik, Vera Caine; 	2019-09-17	VoR	10.1177/0844562119870419					Canadian Journal of Nursing Research			10.1177/cjnb	sage:cjnb	0844-5621	1705-7051		Controlled	Total_Item_Requests	3	3	0
On the surprising queerness of norms: Anthropology with Canguilhem, Foucault, and Butler	SAGE Publications		SAGE Journals	Thomas Hendriks; 	2022-08-11	VoR	10.1177/14634996221117755					Anthropological Theory			10.1177/anta	sage:anta	1463-4996	1741-2641		Controlled	Unique_Item_Requests	2	2	0
On the surprising queerness of norms: Anthropology with Canguilhem, Foucault, and Butler	SAGE Publications		SAGE Journals	Thomas Hendriks; 	2022-08-11	VoR	10.1177/14634996221117755					Anthropological Theory			10.1177/anta	sage:anta	1463-4996	1741-2641		Controlled	Total_Item_Requests	2	2	0
On the Validity of Student Evaluation of Teaching The State of the Art	American Educational Research Association		SAGE Journals	Dimitri Mortelmans, Bert Brockx, Pieter Spooren; 	2013-12-01	VoR	10.3102/0034654313496870					Review of Educational Research			10.1177/rera	sage:rera	0034-6543	1935-1046		Controlled	Unique_Item_Requests	1	1	0
On the Validity of Student Evaluation of Teaching The State of the Art	American Educational Research Association		SAGE Journals	Dimitri Mortelmans, Bert Brockx, Pieter Spooren; 	2013-12-01	VoR	10.3102/0034654313496870					Review of Educational Research			10.1177/rera	sage:rera	0034-6543	1935-1046		Controlled	Total_Item_Requests	2	2	0
Online Moral Disengagement: An Examination of the Relationships Between Electronic Communication, Cognitive Empathy, and Antisocial Behavior on the Internet	SAGE Publications		SAGE Journals	Madison Corkum, N. Will Shead; 	2023-11-30	VoR	10.1177/00332941231216415					Psychological Reports			10.1177/prxa	sage:prxa	0033-2941	1558-691X		OA_Gold	Unique_Item_Requests	1	1	0
Online Moral Disengagement: An Examination of the Relationships Between Electronic Communication, Cognitive Empathy, and Antisocial Behavior on the Internet	SAGE Publications		SAGE Journals	Madison Corkum, N. Will Shead; 	2023-11-30	VoR	10.1177/00332941231216415					Psychological Reports			10.1177/prxa	sage:prxa	0033-2941	1558-691X		OA_Gold	Total_Item_Requests	1	1	0
Open surgical correction combined with an external splint for correction of a non-compliant pectus excavatum in a cat	SAGE Publications		SAGE Journals	Annick J Hamaide, Lisa A Mestrinho, Carina A Ferreira, Maria MRE Niza, António M Lopes; 	2012-02-07	VoR	10.1177/1098612X11431032					Journal of Feline Medicine and Surgery			10.1177/jfma	sage:jfma	1098-612X	1532-2750		Controlled	Unique_Item_Requests	1	1	0
Open surgical correction combined with an external splint for correction of a non-compliant pectus excavatum in a cat	SAGE Publications		SAGE Journals	Annick J Hamaide, Lisa A Mestrinho, Carina A Ferreira, Maria MRE Niza, António M Lopes; 	2012-02-07	VoR	10.1177/1098612X11431032					Journal of Feline Medicine and Surgery			10.1177/jfma	sage:jfma	1098-612X	1532-2750		Controlled	Total_Item_Requests	1	1	0
Opinion on the Optimal Histologic Evaluation of the Bone Marrow in Nonclinical Toxicity Studies	SAGE Publications		SAGE Journals	Kathleen E. Biddle; 	2021-12-07	VoR	10.1177/01926233211061712					Toxicologic Pathology			10.1177/tpxb	sage:tpxb	0192-6233	1533-1601		Controlled	Unique_Item_Requests	1	1	0
Opinion on the Optimal Histologic Evaluation of the Bone Marrow in Nonclinical Toxicity Studies	SAGE Publications		SAGE Journals	Kathleen E. Biddle; 	2021-12-07	VoR	10.1177/01926233211061712					Toxicologic Pathology			10.1177/tpxb	sage:tpxb	0192-6233	1533-1601		Controlled	Total_Item_Requests	1	1	0
Oral and pulmonary necrobacillosis in a juvenile reticulated giraffe	SAGE Publications		SAGE Journals	Jinling Wang, Yulin Ding, Wenlong Wang, Jirintai Suljid, Yu Wang; 	2021-01-15	VoR	10.1177/1040638720987818					Journal of Veterinary Diagnostic Investigation			10.1177/vdia	sage:vdia	1040-6387	1943-4936		Controlled	Unique_Item_Requests	1	1	0
Oral and pulmonary necrobacillosis in a juvenile reticulated giraffe	SAGE Publications		SAGE Journals	Jinling Wang, Yulin Ding, Wenlong Wang, Jirintai Suljid, Yu Wang; 	2021-01-15	VoR	10.1177/1040638720987818					Journal of Veterinary Diagnostic Investigation			10.1177/vdia	sage:vdia	1040-6387	1943-4936		Controlled	Total_Item_Requests	1	1	0
Oral Microbiota Transplant in Dogs with Naturally Occurring Periodontitis	SAGE Publications		SAGE Journals	K. Bunte, U. Peters, Y. Chan, T.F. Flemmig, B. Weiher, R.M. Watt, S. Selbach, A. Klocke, T. Beikler; 	2021-03-18	VoR	10.1177/0022034521995423					Journal of Dental Research			10.1177/jdrb	sage:jdrb	0022-0345	1544-0591		OA_Gold	Unique_Item_Requests	1	1	0
